,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
71959,MLT,Europe,Malta,2021-10-27,37595.0,15.0,12.714,460.0,0.0,0.14300000000000002,73061.854,29.151,24.709,893.961,0.0,0.278,,,,,,,,,,1787.0,1335655.0,2595.702,3.4730000000000003,1802.0,3.502,0.006999999999999999,141.7,tests performed,,,,,,,,,,,,,514564.0,1454.037,42.4,19.426,11.324000000000002,36513.323,0.2,168.71099999999998,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
78882,MMR,Asia,Myanmar,2021-10-27,496901.0,1003.0,857.143,18603.0,21.0,22.714000000000002,9066.541,18.301,15.64,339.434,0.38299999999999995,0.414,,,,,,,,,,20594.0,4791847.0,87.43299999999999,0.376,16820.0,0.307,0.051,19.6,samples tested,,,,,,,,,,,,,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.28699999999999,0.9,67.13,0.583,,,,
76845,MNE,Europe,Montenegro,2021-10-27,142308.0,474.0,463.14300000000003,2082.0,7.0,4.571000000000001,226586.694,754.716,737.429,3315.0170000000003,11.145999999999999,7.279,,,,,,,,,,,,,,,,,,,496976.0,256172.0,240804.0,,1101.0,1188.0,79.13,40.79,38.34,,1892.0,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.8290000000000001,,,,
76255,MNG,Asia,Mongolia,2021-10-27,355129.0,1625.0,1484.714,1699.0,10.0,13.142999999999999,106668.345,488.093,445.95599999999996,510.32,3.0039999999999996,3.948,,,,,,,,,,9347.0,4208941.0,1264.219,2.8080000000000003,7882.0,2.367,0.188,5.3,samples tested,,,,,,,,,,,,,3329282.0,1.98,28.6,4.031000000000001,2.421,11840.846000000001,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
78302,MOZ,Africa,Mozambique,2021-10-27,151253.0,10.0,13.714,1929.0,0.0,0.28600000000000003,4702.695,0.311,0.426,59.976000000000006,0.0,0.009000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
72917,MRT,Africa,Mauritania,2021-10-27,37094.0,62.0,44.428999999999995,792.0,0.0,0.14300000000000002,7768.198,12.984000000000002,9.304,165.86,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
77088,MSR,North America,Montserrat,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911.0,1502.0,1409.0,,,3.0,58.44,30.15,28.29,,602.0,,4981.0,,,,,,,,,,,,,74.16,,,,,
73506,MUS,Africa,Mauritius,2021-10-27,17416.0,0.0,87.286,160.0,0.0,2.714,13676.47,0.0,68.544,125.645,0.0,2.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.8839999999999995,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
69533,MWI,Africa,Malawi,2021-10-27,61774.0,8.0,5.143,2297.0,1.0,0.14300000000000002,3144.086,0.40700000000000003,0.262,116.90899999999999,0.051,0.006999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.9789999999999996,1.7830000000000001,1095.042,71.4,227.34900000000002,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
70176,MYS,Asia,Malaysia,2021-10-27,2448372.0,6148.0,5855.714,28674.0,98.0,76.571,74699.702,187.575,178.658,874.842,2.99,2.336,,,,,,,,,,,,,,,,,,,49581855.0,25432077.0,24165940.0,152036.0,147242.0,163464.0,151.27,77.59,73.73,0.46,4987.0,,32776195.0,96.25399999999999,29.9,6.292999999999999,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
79475,NAM,Africa,Namibia,2021-10-27,128868.0,9.0,67.571,3550.0,0.0,1.0,49807.060999999994,3.478,26.116,1372.0629999999999,0.0,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587344.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,,63.71,0.6459999999999999,,,,
81138,NCL,Oceania,New Caledonia,2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324466.0,174092.0,150374.0,,,1706.0,112.58,60.4,52.17,,5919.0,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
82921,NER,Africa,Niger,2021-10-27,6300.0,40.0,13.857000000000001,211.0,3.0,0.857,250.688,1.5919999999999999,0.551,8.396,0.11900000000000001,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25130810.0,16.955,15.1,2.553,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.3,62.42,0.39399999999999996,,,,
83529,NGA,Africa,Nigeria,2021-10-27,211496.0,166.0,254.71400000000003,2886.0,2.0,6.571000000000001,1000.451,0.785,1.205,13.652000000000001,0.009000000000000001,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211400704.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
82334,NIC,North America,Nicaragua,2021-10-27,16422.0,0.0,25.857,208.0,1.0,0.14300000000000002,2450.175,0.0,3.858,31.034000000000002,0.149,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702379.0,51.667,27.3,5.445,3.5189999999999997,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
83572,NIU,Oceania,Niue,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.0,1202.0,1150.0,,,42.0,145.72,74.47,71.25,,26022.0,,1614.0,,,,,,,,,,,,,73.71,,,,,
80872,NLD,Europe,Netherlands,2021-10-27,2140671.0,7304.0,5938.286,18795.0,17.0,12.286,124652.61099999999,425.316,345.79,1094.445,0.99,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17173094.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.9440000000000001,,,,
85719,NOR,Europe,Norway,2021-10-27,203734.0,1180.0,796.143,900.0,5.0,1.0,37275.49,215.895,145.664,164.665,0.915,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465629.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.9570000000000001,,,,
80263,NPL,Asia,Nepal,2021-10-27,810880.0,582.0,546.857,11380.0,8.0,8.857000000000001,27325.432,19.613,18.428,383.48900000000003,0.27,0.298,,,,,,,,,,7167.0,4393734.0,148.062,0.242,7156.0,0.24100000000000002,0.076,13.1,tests performed,,,,,,,,,,,,,29674920.0,204.43,25.0,5.809,3.2119999999999997,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
79621,NRU,Oceania,Nauru,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14863.0,7612.0,7251.0,,,2.0,136.7,70.01,66.69,,184.0,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
81746,NZL,Oceania,New Zealand,2021-10-27,5996.0,96.0,97.14299999999999,28.0,0.0,0.0,1233.5819999999999,19.75,19.986,5.761,0.0,0.0,,,,,,,,,,17535.0,3979577.0,818.735,3.608,23322.0,4.798,0.004,240.1,tests performed,6716740.0,3669216.0,3047524.0,,39940.0,34415.0,138.19,75.49,62.7,,7080.0,,4860642.0,18.206,37.9,15.322000000000001,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.9309999999999999,,,,
86973,OMN,Asia,Oman,2021-10-27,304219.0,14.0,16.857,4111.0,0.0,0.5710000000000001,58241.834,2.68,3.227,787.039,0.0,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
1234,OWID_AFR,,Africa,2021-10-27,8484178.0,6706.0,5025.857,217621.0,282.0,209.571,6177.111,4.882,3.659,158.444,0.205,0.153,,,,,,,,,,,,,,,,,,,185626495.0,116703971.0,77065557.0,,16503.0,1298834.0,13.51,8.5,5.61,,946.0,,1373486472.0,,,,,,,,,,,,,,,,,,
6626,OWID_ASI,,Asia,2021-10-27,78971973.0,107408.0,102642.714,1169446.0,2000.0,1675.1429999999998,16879.962,22.958000000000002,21.939,249.965,0.42700000000000005,0.358,,,,,,,,,,,,,,,,,,,4688507529.0,2624237686.0,1956002306.0,21090405.0,14751548.0,16066949.0,100.22,56.09,41.81,0.45,3434.0,,4678444992.0,,,,,,,,,,,,,,,,,,
85109,OWID_CYN,Asia,Northern Cyprus,2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546076.0,275175.0,258587.0,46158.0,,2110.0,142.87,71.99,67.65,12.08,5520.0,,,,,,,,,,,,,,,,,,,,
39273,OWID_EUN,,European Union,2021-10-27,39857040.0,133679.0,98524.14300000001,794086.0,1455.0,1049.5710000000001,89127.77,298.931,220.31799999999998,1775.724,3.2539999999999996,2.347,,,,,,,,,,,,,,,,,,,588541160.0,306683324.0,290418159.0,9829962.0,650585.0,762576.0,131.61,68.58,64.94,2.2,1705.0,,447189915.0,,,,,,,,,,,,,,,,,,
38629,OWID_EUR,,Europe,2021-10-27,64070648.0,255090.0,215228.0,1294901.0,3666.0,2988.0,85545.814,340.591,287.368,1728.925,4.895,3.99,,,,,,,,,,,,,,,,,,,848264186.0,439705164.0,409795889.0,19047152.0,949154.0,1610153.0,113.26,58.71,54.72,2.54,2150.0,,748962983.0,,,,,,,,,,,,,,,,,,
54162,OWID_INT,,International,2021-10-27,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61545,OWID_KOS,Europe,Kosovo,2021-10-27,160680.0,22.0,15.429,2976.0,1.0,0.28600000000000003,90504.67,12.392000000000001,8.69,1676.263,0.563,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775378.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
84217,OWID_NAM,,North America,2021-10-27,54959186.0,111934.0,83113.714,1119390.0,3056.0,1806.1429999999998,92123.55099999999,187.62599999999998,139.317,1876.3410000000001,5.122999999999999,3.0269999999999997,,,,,,,,,,,,,,,,,,,671025197.0,361508338.0,303055431.0,16514890.0,1232314.0,1728406.0,112.48,60.6,50.8,2.77,2897.0,,596581283.0,,,,,,,,,,,,,,,,,,
86361,OWID_OCE,,Oceania,2021-10-27,252510.0,2465.0,2504.571,2733.0,27.0,19.857,5842.44,57.034,57.949,63.235,0.625,0.45899999999999996,,,,,,,,,,,,,,,,,,,44509305.0,24250173.0,20259132.0,,261029.0,283252.0,102.98,56.11,46.87,,6554.0,,43219954.0,,,,,,,,,,,,,,,,,,
105735,OWID_SAM,,South America,2021-10-27,38298518.0,26354.0,19684.857,1168566.0,559.0,465.0,88192.571,60.687,45.33,2690.935,1.287,1.071,,,,,,,,,,,,,,,,,,,505054913.0,289590755.0,219661743.0,13891302.0,2910903.0,2684290.0,116.3,66.69,50.58,3.2,6181.0,,434260137.0,,,,,,,,,,,,,,,,,,
124918,OWID_WRL,,World,2021-10-27,245038599.0,509957.0,428199.714,4972672.0,9590.0,7163.714,31116.147999999997,64.757,54.375,631.453,1.218,0.91,,,,,,,,,,,,,,,,,,,6942987625.0,3855996087.0,2985840058.0,70543749.0,20121451.0,23671883.0,88.17,48.97,37.92,0.9,3006.0,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
87584,PAK,Asia,Pakistan,2021-10-27,1271027.0,705.0,600.143,28414.0,9.0,12.286,5643.994000000001,3.1310000000000002,2.665,126.17200000000001,0.04,0.055,,,,,,,,,,38432.0,20610681.0,91.522,0.171,41265.0,0.183,0.015,68.8,tests performed,,,,,,,,,,,,,225199929.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
88851,PAN,North America,Panama,2021-10-27,472057.0,173.0,171.71400000000003,7314.0,0.0,2.0,107736.633,39.483000000000004,39.19,1669.26,0.0,0.456,,,,,,,,,,7733.0,4044184.0,922.9960000000001,1.765,6207.0,1.4169999999999998,0.027999999999999997,36.1,tests performed,5423075.0,2971641.0,2363501.0,,7151.0,8428.0,123.77,67.82,53.94,,1924.0,,4381583.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
91426,PCN,Oceania,Pitcairn,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,47.0,47.0,,,0.0,200.0,100.0,100.0,,0.0,,47.0,,,,,,,,,,,,,,,,,,
90704,PER,South America,Peru,2021-10-27,2198038.0,986.0,833.2860000000001,200149.0,31.0,29.143,65889.585,29.557,24.979,5999.775,0.929,0.8740000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
91341,PHL,Asia,Philippines,2021-10-27,2768849.0,3177.0,4782.857,42348.0,271.0,195.857,24934.048,28.61,43.071000000000005,381.352,2.44,1.764,,,,,,,,,,,,,,,,,,,57494154.0,,26479028.0,,719401.0,522272.0,51.77,,23.84,,4703.0,,111046910.0,351.87300000000005,25.2,4.803,2.661,7599.188,,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.718,,,,
87651,PLW,Oceania,Palau,2021-10-27,8.0,0.0,0.0,,,0.0,440.189,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.236999999999995,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
89438,PNG,Oceania,Papua New Guinea,2021-10-27,28487.0,278.0,388.286,335.0,0.0,3.286,3123.915,30.486,42.58,36.736,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
92037,POL,Europe,Poland,2021-10-27,2990509.0,8366.0,5699.0,76672.0,132.0,59.714,79120.274,221.34,150.779,2028.521,3.492,1.58,,,,,,,,,,58192.0,21557026.0,570.337,1.54,46121.0,1.22,0.124,8.1,people tested,,,,,,,,,,,,,37797000.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
92654,PRT,Europe,Portugal,2021-10-27,1087245.0,965.0,769.857,18144.0,3.0,5.0,106928.918,94.906,75.714,1784.435,0.295,0.49200000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167923.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,,3.39,82.05,0.8640000000000001,,,,
90038,PRY,South America,Paraguay,2021-10-27,460894.0,79.0,39.857,16238.0,5.0,1.429,63838.907999999996,10.942,5.521,2249.1420000000003,0.693,0.198,,,,,,,,,,1908.0,1887096.0,261.384,0.264,1817.0,0.252,0.022000000000000002,45.6,tests performed,,,,,,,,,,,,,7219641.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
88253,PSE,Asia,Palestine,2021-10-27,452272.0,375.0,366.714,4651.0,7.0,7.428999999999999,86596.425,71.801,70.215,890.5260000000001,1.34,1.422,,,,,,,,,,4111.0,,,0.787,4584.0,0.878,0.08,12.5,tests performed,,,,,,,,,,,,,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
41796,PYF,Oceania,French Polynesia,2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303630.0,156445.0,147185.0,,,165.0,107.47,55.37,52.09,,584.0,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,
93261,QAT,Asia,Qatar,2021-10-27,238845.0,103.0,97.14299999999999,609.0,0.0,0.14300000000000002,81502.489,35.147,33.149,207.813,0.0,0.049,,,,,,,,,,4616.0,2809592.0,958.7339999999999,1.575,5304.0,1.81,,,people tested,4821695.0,,,,2644.0,2969.0,164.53,,,,1013.0,,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
93871,ROU,Europe,Romania,2021-10-27,1602830.0,14950.0,14201.143,46015.0,512.0,425.14300000000003,83795.959,781.586,742.436,2405.6639999999998,26.767,22.226,,,,,,,,,,,,,,55742.0,2.9139999999999997,0.255,3.9,tests performed,,,,,,,,,,,,,19127772.0,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
94507,RUS,Europe,Russia,2021-10-27,8220975.0,35575.0,35859.286,229672.0,1091.0,1050.286,56341.999,243.81099999999998,245.76,1574.0439999999999,7.477,7.1979999999999995,,,,,,,,,,,207006252.0,1418.7060000000001,,601408.0,4.122,0.06,16.8,tests performed,,,,,,,,,,,,,145912022.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,
95100,RWA,Africa,Rwanda,2021-10-27,99514.0,40.0,37.429,1322.0,1.0,1.143,7495.49,3.013,2.819,99.574,0.075,0.086,,,,,,,,,,,3076863.0,231.752,,9227.0,0.695,0.004,246.5,samples tested,,,,,,,,,,,,,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,
99086,SAU,Asia,Saudi Arabia,2021-10-27,548423.0,55.0,51.143,8785.0,3.0,2.1430000000000002,15518.178999999998,1.556,1.4469999999999998,248.58,0.085,0.061,,,,,,,,,,45594.0,30233942.0,855.5,1.29,42737.0,1.209,0.001,835.6,tests performed,45497613.0,24147841.0,21349772.0,,69399.0,78121.0,128.74,68.33,60.41,,2211.0,,35340680.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
108822,SDN,Africa,Sudan,2021-10-27,40433.0,0.0,84.85700000000001,3099.0,0.0,8.714,900.325,0.0,1.89,69.006,0.0,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44909351.0,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,0.8,65.31,0.51,,,,
99694,SEN,Africa,Senegal,2021-10-27,73902.0,5.0,3.8569999999999998,1878.0,0.0,0.7140000000000001,4297.55,0.29100000000000004,0.22399999999999998,109.209,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17196308.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
102116,SGP,Asia,Singapore,2021-10-27,184419.0,5324.0,3690.2859999999996,349.0,10.0,12.142999999999999,31275.035,902.88,625.8240000000001,59.18600000000001,1.696,2.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896684.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
95192,SHN,Africa,Saint Helena,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892.0,4361.0,3531.0,,,97.0,129.48,71.55,57.93,,15915.0,,6095.0,,,,,,,,,,,,,80.56,,,,,
103901,SLB,Oceania,Solomon Islands,2021-10-27,20.0,0.0,0.0,,,0.0,28.409000000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.5670000000000001,,,,
101472,SLE,Africa,Sierra Leone,2021-10-27,6397.0,0.0,0.0,121.0,0.0,0.0,785.743,0.0,0.0,14.862,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
34987,SLV,North America,El Salvador,2021-10-27,113422.0,0.0,462.0,3596.0,10.0,10.857000000000001,17400.015,0.0,70.875,551.661,1.534,1.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518500.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.6729999999999999,,,,
97911,SMR,Europe,San Marino,2021-10-27,5534.0,13.0,7.571000000000001,92.0,0.0,0.14300000000000002,162716.848,382.241,222.62400000000002,2705.087,0.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.6669999999999,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
104492,SOM,Africa,Somalia,2021-10-27,21998.0,0.0,104.14299999999999,1208.0,0.0,4.0,1344.662,0.0,6.3660000000000005,73.84100000000001,0.0,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.7310000000000003,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
100304,SRB,Europe,Serbia,2021-10-27,1118905.0,6948.0,6885.714,9698.0,64.0,60.857,161967.09900000002,1005.758,996.742,1403.8339999999998,9.264,8.809,,,,,,,,,,24490.0,6230395.0,901.8810000000001,3.545,22806.0,3.301,0.302,3.3,people tested,,,,,,,,,,,,,6908224.0,80.291,41.2,17.366,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.8059999999999999,,,,
106952,SSD,Africa,South Sudan,2021-10-27,12327.0,28.0,8.142999999999999,133.0,0.0,0.0,1083.085,2.46,0.715,11.686,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11381377.0,,19.2,3.4410000000000003,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
98481,STP,Africa,Sao Tome and Principe,2021-10-27,3705.0,0.0,2.571,56.0,0.0,0.0,16587.275,0.0,11.512,250.71200000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
109415,SUR,South America,Suriname,2021-10-27,48670.0,122.0,170.429,1074.0,5.0,4.2860000000000005,82240.9,206.15099999999998,287.98400000000004,1814.808,8.449,7.242000000000001,,,,,,,,,,,,,,,,,,,445880.0,248156.0,197724.0,,1406.0,1716.0,75.34,41.93,33.41,,2900.0,,591798.0,3.612,29.6,6.933,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
102886,SVK,Europe,Slovakia,2021-10-27,465027.0,4746.0,3116.143,12957.0,22.0,12.142999999999999,85158.457,869.115,570.646,2372.761,4.029,2.224,,,,,,,,,,40706.0,42951357.0,7865.503000000001,7.454,40231.0,7.367000000000001,0.11,9.1,tests performed,4791914.0,2493547.0,2298367.0,,12.0,2638.0,87.75,45.66,42.09,,483.0,,5460726.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
103520,SVN,Europe,Slovenia,2021-10-27,326083.0,3169.0,1966.714,4713.0,9.0,8.429,156866.98,1524.494,946.117,2267.257,4.33,4.055,,,,,,,,,,7315.0,1713687.0,824.3939999999999,3.5189999999999997,6088.0,2.929,0.341,2.9,tests performed,,,,,,,,,,,,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
110050,SWE,Europe,Sweden,2021-10-27,1169530.0,1259.0,732.571,15016.0,14.0,4.428999999999999,115109.41900000001,123.915,72.102,1477.93,1.3780000000000001,0.436,,,,,,,,,,,,,,,,,,,14443314.0,7243394.0,6873913.0,,27965.0,27346.0,142.16,71.29,67.66,,2691.0,,10160159.0,24.718000000000004,41.0,19.985,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
37391,SWZ,Africa,Eswatini,2021-10-27,46393.0,3.0,2.4290000000000003,1242.0,0.0,0.857,39572.012,2.559,2.072,1059.393,0.0,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172369.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.611,,,,
102285,SXM,North America,Sint Maarten (Dutch part),2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50410.0,26220.0,24190.0,,,27.0,116.1,60.39,55.71,,622.0,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,
100896,SYC,Africa,Seychelles,2021-10-27,22174.0,24.0,19.285999999999998,119.0,0.0,0.0,224183.60100000002,242.645,194.982,1203.114,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.7959999999999999,,,,
111246,SYR,Asia,Syria,2021-10-27,42351.0,275.0,293.857,2534.0,8.0,11.0,2317.339,15.047,16.079,138.654,0.43799999999999994,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18275704.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.5670000000000001,,,,
117434,TCA,North America,Turks and Caicos Islands,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54417.0,28305.0,26112.0,,,97.0,138.73,72.16,66.57,,2473.0,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,
