"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un","indoor_80_years","indoor_under_5s","outdoor_80_years","outdoor_under_5s","excess_mortality_from_air_pollution_all_sources","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000","indoor_5_to_49","indoor_50_to_79","outdoor_5_to_49","outdoor_50_to_79"
"45",61.741,0.615534816,2.459454634,3.540836588,51.4231258,205.4682234,295.8092388,25.67767887,102.5987234,147.709703,3.311857,46.17658,66.70957,31267.14258,435951.7065,629803.0491,439594,487820,8.6408121,7.5921335,5.8525499,5.8525499,0.71,0.24,19.31481957,27.18297244,36.92893674,103.8233809,146.1172387,198.5049382,3.5,41.29,305.33,83.21,13.97,33.29,26.47,65.77,39.81,3.38,19.55,139.33,2.32,13.5,8.6,18.3,4.369,154.5,2,41.58799,3295.6815,44.790391,NA,29.3,147.67,NA,NA,54.63,1,0,48.93,NA,64677,30,146.6987696,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,29.903355,6.23e+09,NA,65.3,48.82,30.8,47,2491.48713,NA,67.112,61.6,23.50601857,24.75441969,33.4,1,820,456,1002197,22,51,55,111,870,97.97297297,3577.59009,26,85,61,209
"46",205.201,1.180382518,2.875454061,4.024191138,98.61173919,240.2217261,336.1897358,15.24125693,37.12824737,51.96089413,0.5847719,7.921777,18.58065,61477.8359,832826.7935,1953408.075,8843851,1684543,8.6348075,11.4407357,10.6344056,10.6344056,0.34,0.15,42.48574207,36.78264952,98.03372129,8.682168866,7.516714052,20.03366968,6.985,30.5,272.57,70.25,22.63,20.73,18.11,53.27,9.89,0.84,2.52,103.49,2.7,27.6,21,34.1,5.168,471.82001,3,41.91857,15912.3995,39.923408,6.66,8.8,377.03,20.767,NA,63.89,1,0,73.21,NA,29597,26.5,873.1177009,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.22,381.37183,3.73e+09,NA,30.9,33.13,15.4,19.1,2406.219552,NA,74.081,73.2,25.68938691,27.56382371,21.7,6,5033,3793,10953714,261,32,1069,90,4765,45.26025836,1212.091565,74,378,274,1556
"47",713.482,1.345774261,2.50948,3.182589661,112.4289274,209.647452,265.8805063,31.37819024,58.51125492,74.20553857,3.393462,10.93528,17.05914,569604.8471,1835526.224,2863438.232,13674280,2470088,7.4656134,8.4553857,7.8982064,7.8982064,0.49,0.17,20.70483616,25.33957075,68.74477193,2.566411094,3.140896891,8.521069378,7.18,28.19,141.95,33.66,40.64,23.92,22.51,80.2,18.46,0.28,0.89,106.11,2.65,19.9,14.9,24.7,5.354,421.89999,3,45.71153,10638.8251,186.795612,4.68,3.5,361.21,NA,NA,60.19,1,2,67.38,NA,29357,22.8,980.2299724,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63,428.47943,2.73e+09,13.7,21.6,19.01,13.9,13.8,1315.719531,NA,77.01,75.5,26.76872095,28.0662789,10.8,5,4109,2401,17888474,159,33,807,114,3022,18.71902758,482.600317,56,186,279,1069
"48",60.801,0.987348298,2.265912852,4.148056121,82.48523794,189.2993193,346.5376876,8.165371609,18.739102,34.30442909,0.7054973,26.9977,75.18362,680399.8897,26037281.93,72509032.64,88807929,4970243,15.9915285,19.8157674,18.2179029,18.2179029,0.55,0.27,29.55839364,95.80742928,118.0654084,1.537230201,4.982614264,6.140175061,8.4,40.61,436.74,107.01,31.43,43.88,122.79,66.91,16.29,1.07,1.27,83.01,3.61,32,22.7,41.1,4.472,183.12,2,31.53395,11957.2122,NA,NA,3.6,NA,17.677,NA,43.52,1,2,44.17,NA,35784,51.1,495.1650809,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09,306.79916,1.337e+10,NA,24,20.39,11.6,36.9,1592.650397,6.195529916,71.99,70.8,27.93033859,31.69788414,12.8,44,34547,16529,104258327,36,17,9709,3471,119634,130.7361091,3677.334182,39,189,8215,47500
"49",148.315,1.459323301,5.867017476,4.686519279,121.9150627,490.1434817,391.5220784,27.08448184,108.8895985,86.98000382,2.749257,54.69082,41.0972,175625.8913,3493716.304,2625339.275,4734359,1578120,9.3025743,10.6596175,9.6655712,9.6655712,0.42,0.16,28.81949485,73.883603,106.2409055,8.679004675,22.25008242,31.99449956,5.95,41.37,179.53,25.27,69.3,23.07,25.7,116.48,15.27,0.14,1.83,98.27,2.47,24.6,18.9,28.9,5.462,311.87,2,38.77876,8598.1982,31.253271,5.42,NA,302.99,NA,NA,32.41,1,0,43.21,NA,36007,21.6,578.4609406,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99,161.16724,3.15e+09,NA,16.8,13.49,12.2,30.3,1083.908987,5.15845253,73.317,72.6,26.97990172,28.50102418,8.3,1,1166,608,6518500,283,16,829,38,3080,50.26929982,1314.068875,82,316,221,930
"50",59.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875665,299724,9.4867882,9.1859882,7.3285951,7.3285951,1.08,0.31,17.85461943,16.87890766,35.34065549,96.82594982,91.53464588,191.6530649,4.6,49.24,238.66,65.36,11.01,32.48,29.25,60.57,28.6,1.8,9.17,129.09,2.54,8,3.8,12.6,NA,NA,3,NA,28528.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82201,NA,789.5788502,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81,568.37732,8.8e+08,NA,94.1,59.16,35,NA,3460.540601,NA,58.735,57.1,22.39304404,26.02097699,33.1,2,1316,697,1449891,42,29,44,30,699,82.72189349,3607.455621,30,130,32,138
"51",55.03,0.424691275,2.599478188,3.287714057,35.47963869,217.1660976,274.6628285,5.054385528,30.93721416,39.12812747,0.1485402,0.6071837,0.7833411,1956.844828,7998.940914,10319.61032,1278576,36831,7.7077688,6.5439834,9.507434,9.507434,0.19,0.07,0.079756048,0.223907952,0.499390045,0.044648951,0.125347926,0.279568036,60.51,27.81,326.4,45.83,8.79,10.48,14.09,19.43,12.91,0.05,0.41,144.09,4.19,21.2,20.3,21.8,6.453,885.83002,4,30.32145,27408.6649,11.076582,11.07,NA,701.86,14.866,NA,23.15,0,0,34.52,NA,26242,92.9,1886.814387,81.4,0.24,0.12,4.34,3.45,1.38,5.31,15.94,22.77,0.91,68.36,2.28,10.45,5.15,0.53,0.18,15.18,0.85,4.69,10.41,429.6655,NA,NA,3,3.18,4.3,2.3,215.1727847,NA,78.745,76.5,27.10832438,26.04526707,1.5,0,30,17,1325188,102,0,195,0,1420,108.1492765,2119.421173,6,118,10,190
"52",12.569,0.720331215,2.003412194,3.647435865,60.17804634,167.3694398,304.7147757,50.71781197,141.0582811,256.8123699,5.599133,52.99223,87.36121,5957478.856,56383745.44,92952348.41,27964449,71908584,5.7992061,5.0238509,3.5951689,3.5951689,1,0.19,4641.117043,6906.191956,8506.672859,271.5362876,404.0582705,497.6970731,2.6,39.37,360.35,106.98,17.09,47.16,39.55,70.74,50.53,5.17,23.59,151.75,2.13,4.5,1.9,6.9,4.549,110.12,1,34.99312,1838.4903,3659.216688,1.8,87.3,87.56,NA,NA,43.52,0,0,52.14,NA,54964,NA,65.60194586,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72,24.804361,3.9209e+11,8.1,59.2,60.58,24.9,43.5,4211.644212,NA,66.597,63.1,20.11043961,21.11970671,27.7,198,148833,89734,117876226,9001,10380,5467,6059,68169,68.58669779,2853.959815,9210,33561,5679,20588
"53",2.231,0.848623732,2.557932049,3.955216302,70.89588406,213.6952422,330.4274271,10.98752775,33.11874072,51.21003245,0.03736218,7.515299,28.74499,327.837811,65943.66745,252225.5018,812748,79401,15.946039,18.8754833,18.30089,18.30089,0.47,0.22,3.306182604,10.46151617,23.2986789,11.43925761,36.19642133,80.6124833,0.4,41.41,482.67,101.87,83.75,70.5,10.82,459.95,19.12,1.05,3.64,122.79,2.63,30.2,25.1,35.3,NA,227.06,3,36.6966,NA,4.5771,4.49,NA,238.97,NA,NA,86.11,1,2,80.36,NA,39681,100,331.3576231,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,70.953873,1.428e+10,20.7,22.4,27.9,10.9,NA,1864.966294,4.767926846,67.444,69.7,26.80560987,29.0032383,9.6,0,340,219,902899,18,7,17,4,321,35.98654709,1177.017937,43,129,39,131
"54",63.891,0.281521543,2.48,2.574301349,23.51892593,207.1846282,215.0627693,3.962456887,34.90636262,36.2336679,0.06272282,0.09872849,0.09872849,3454.907152,5438.176508,5438.176508,5348022,131509,6.4035424,4.3160987,6.8101355,6.8101355,0.24,0.1,1.141119764,0.792747225,1.032838419,0.140951943,0.097920714,0.127576953,31.41,52.29,179.76,43.04,4.09,14.58,12.59,11.61,11.9,0.03,0.22,116.43,4.39,22.2,23.7,20.6,7.889,1501.48,4,27.32977,38896.7005,NA,26.06,NA,1501.11,6.802,-0.00093721387941662,38.43,2,1,50.3,1.746749282,19843,100,3996.436879,89.6,0.15,NA,3.13,2.8,1.01,14.34,23.6,44.84,0.41,85.96,NA,19.69,3.84,0.39,0.24,30.5,0.56,3.28,11.21,794.92712,NA,2.2,2.3,2.4,2.8,1.9,182.3905576,9.493801965,81.908,80.5,26.54581549,25.68118239,1.3,0,100,68,5548361,13,0,594,0,4008,72.83300018,1256.351081,0,14,18,520
"55",544.493,0.319270299,1.903125749,2.994268773,26.67253963,158.9912906,250.1477672,4.059037715,24.19535799,38.06758693,0.002388263,0.02060666,0.0396873,1596.915494,13778.67288,26536.97029,65757955,866113,7.4588522,4.425538,6.6258572,6.6258572,0.23,0.08,29.55886606,25.84692835,52.77921822,0.333688042,0.291784228,0.595821029,43.64,36.62,109.08,25.02,6.13,14.64,10.57,21.03,10.35,0.07,0.3,148.79,3.76,21.6,22,21.1,6.714,1621.01,4,32.38069,38515.9193,NA,24.69,NA,1597.81,9.124,-0.000290403631855071,60.65,2,0,68.45,1.926970959,19104,99.9,4542.307106,87.9,1.45,0.84,3.68,3.09,NA,14.99,28.65,45.55,0.47,NA,10.17,NA,NA,0.84,0.23,20.4,0.48,5.98,10.64,308.73276,NA,10.5,4.3,4.25,3.6,8.6,313.2303763,8.496422292,82.659,81.8,26.07234717,24.3122892,2.2,3,2297,1529,65426177,158,0,10471,5,67300,104.5112085,1771.213411,8,100,530,6382
"56",24.262,0.9553951,2.569921043,3.759603537,79.8157978,214.696829,314.0855085,21.99218217,59.15685746,86.54208702,1.150285,15.18224,32.0472,23751.34925,313486.3834,661717.9565,808743,1121432,10.0069996,9.9846067,8.3337097,8.3337097,0.6,0.21,45.21394737,59.61460208,85.68390025,102.0798828,134.5923536,193.4492121,9.5,55.58,308.36,94.28,16.72,36.52,51.18,77.36,41.84,2.7,11.49,146.79,2.59,15,9.6,20.3,4.914,295.5,3,38.02437,17613.5564,16.93527,3.63,16.5,210.08,NA,NA,67.59,0,1,63.57,NA,58498,57.6,480.8514802,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94,124.56293,3.29e+09,NA,52.2,40.51,23.1,23.5,3404.89869,NA,66.467,63.7,24.14419589,26.69545578,23.2,2,1368,901,2278829,51,22,175,67,1158,67.13043478,2018.608696,24,108,74,378
"57",49.241,0.98305743,2.529438269,3.849925952,82.12676944,211.3148095,321.6312408,38.99404664,100.3329315,152.7115177,3.858992,47.66144,73.06253,85433.99235,1055173.76,1617526.968,1164801,812789,9.4400826,7.9299876,5.2351226,5.2351226,0.24,0.07,60.67364177,83.36837184,114.214131,135.5411193,186.2397262,255.1472221,4.9,34.41,320.01,92.04,19.24,45.93,29.34,61.6,29.59,2.55,22.42,123.15,2.22,10.3,5.6,14.8,5.164,149.91,1,35.91883,1882.2399,225.5213455,2.45,60.4,97.16,NA,NA,24.07,0,1,42.26,NA,62697,99.9,114.0747188,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07,23.163185,2.127e+10,NA,68.9,51.2,28.5,49.3,3450.537925,NA,62.05,59.8,23.55791801,24.65288872,29.9,3,2279,1512,2486937,110,246,81,182,1939,97.38824711,4120.793571,155,503,117,377
"58",63.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207857,509243,13.278765,12.0605641,14.9822181,14.9822181,0.28,0.11,0.536494789,2.748147005,2.895055244,0.153549655,0.786544498,0.828590963,31.6,27.94,490.35,149.05,12.9,30.94,24.49,35.78,9.26,0.64,0.84,123.01,3.68,21.7,19.2,23.8,5.123,237.52,2,35.94862,11984.9049,88.080048,1.89,0.8,200.07,16.893,NA,64.81,1,0,66.55,NA,29323,25,717.7162423,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,411.42606,3.98e+09,NA,11.9,12.34,8.1,2.2,943.1186411,NA,73.767,74.6,27.68977139,27.87763074,7.2,1,467,318,3979773,1153,15,1392,12,6460,161.5,3160.375,195,1727,220,1999
"59",121.539,0.266420584,2.258621347,2.778415742,22.25735877,188.690171,232.1149325,3.672619731,31.13519677,38.30058588,0,0.2406784,0.2406784,0,198937.5499,198937.5499,81033118,653493,6.0163501,3.9049721,6.401131,6.401131,0.29,0.12,94.47881279,81.23252609,107.5560226,0.735746351,0.632591931,0.837584097,39.52,37.13,186.93,29.92,12.41,23.73,13.28,30.6,12.76,0.15,0.24,143.53,3.57,22.3,24.2,20.4,7.312,1637.79,4,31.87067,46177.6187,NA,26.39,NA,1605.69,9.165,-0.000139450942070374,59.26,2,0,67.86,NA,19224,100,5356.811177,86.4,2.43,2.31,3.26,6.02,1.18,16.08,19.26,37.31,0,NA,11.74,NA,6.1,1.28,0.27,9.5,1.18,8,10.7,671.1239,NA,8.8,3.7,3.88,3,2.7,325.4044188,NA,81.326,80.6,27.48449232,26.00994709,2.1,3,2346,1588,83900471,516,0,19770,5,123943,153.605818,2621.396936,24,517,800,18296
"60",10.17,0.823971445,2.514906339,4.250567979,68.83637802,210.1007802,355.1017527,50.05460845,152.7755032,258.2134578,5.28721,34.26132,60.90227,1539713.327,9977400.368,17735636.9,4109840,23472981,6.4065812,6.6002139,4.9698628,4.9698628,0.25,0.08,584.1093525,811.0063725,1146.344862,93.04392962,129.186803,182.6035317,2.4,33.12,362.74,144.5,18.77,39.15,39.88,86.46,30.99,3.01,23.06,122.03,2.4,10.9,4.5,16.6,5.319,199.55,2,43.52088,4267.0667,678.509304,2.23,33.7,131.42,NA,NA,42.59,0,0,43.57,NA,58375,73.9,249.328504,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,90.020622,1.4816e+11,10.1,61.6,62.76,26.2,34.9,3779.929326,NA,64.074,61,22.59033672,25.38987538,28.3,44,32021,21363,31732128,2208,1452,1821,1144,24686,90.06203102,3385.14083,2527,8273,2103,6923
"61",56.893,0.677560681,2.580448916,3.085863011,56.60490235,215.5763506,257.7997503,7.706613058,29.35017021,35.09877836,0.45555,2.04858,2.895735,48992.94018,220318.2031,311427.0039,10712674,108209,7.2485658,6.015919,8.8226583,8.8226583,0.19,0.08,0.826121662,1.188550991,0.748101222,0.049080746,0.070613049,0.04444547,46.22,40.43,215.53,56.54,11.93,24.69,6.23,21.49,8.24,0.61,0.34,138.73,3.68,24.9,24.2,25.4,5.788,662.25,4,32.89121,23450.7658,NA,12.85,NA,680.16,14.168,NA,48.61,2,2,58.99,NA,19627,100,2204.354384,87,1.38,0.08,2.74,3.6,1.23,13.67,16.18,25.76,0.57,NA,0.46,NA,6.07,0.74,0.25,11.62,1.32,4.21,10.34,781.69025,NA,19.4,4.1,4.92,3.5,13.1,352.2865839,9.600140959,82.239,80.6,27.65624943,26.9157422,2.9,0,318,214,10370747,61,0,3815,1,16431,149.9863076,2426.21634,4,42,228,2359
"62",204.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10385302,5867127,8.933383,10.3592865,8.225591,8.225591,0.61,0.22,157.2738973,322.3879284,545.6001207,27.16939881,55.69319736,94.25357628,5.7,41.48,165.83,38.57,50.47,21.5,43.44,118.24,25.61,0.47,2.16,112.08,2.33,21.2,15.1,26.4,6.262,259.89999,2,48.27859,7402.1146,343.840074,5.51,NA,257.19,14.606,NA,52.78,0,2,57.5,NA,37079,30,443.9018463,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,247.54504,4.64e+10,NA,29.1,26.83,16,35,2194.79736,5.134811372,74.302,71.5,25.83059531,27.49113119,13.4,12,9219,4557,18249868,1264,755,1220,613,5425,33.19464194,1084.084996,718,1722,662,1683
"63",5.406,0.903217626,2.214249044,4.147675709,75.45677748,184.9832117,346.5059072,24.58392943,60.2678033,112.8921358,8.894817,59.42562,90.28445,1073385.51,7171209.869,10895111.21,2430398,9661135,6.7504811,6.0544232,4.5085532,4.5085532,0.35,0.09,475.096115,681.0557156,916.7504496,192.2882471,275.6474018,371.0414196,7.5,34.31,382.26,137.19,19.77,61.4,39.63,83.14,41.02,4.09,28.13,139.54,2.17,7.7,3.7,11.5,4.768,87.300003,1,33.7297,1606.4666,866.0254625,2.53,75.1,87.3,NA,NA,62.04,0,0,67.62,NA,72518,0.2,57.19135929,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,31.166372,1.3984e+11,NA,93.7,103.06,31.2,48.3,6132.247871,NA,61.602,58,22.46822914,23.48420628,31.3,41,25401,13444,13497237,1002,3481,582,1930,12186,96.64524573,4556.911368,1515,5570,897,3277
"64",20.833,0.925029393,1.857224191,3.778343141,77.27898019,155.156574,315.651056,26.10351682,52.4092351,106.6215241,45.31672,78.24714,92.62132,828455.804,1430471.96,1693252.957,368269,1402257,7.3624409,6.8439213,5.0856492,5.0856492,0.28,0.08,74.40035852,107.6224622,144.2902741,289.0878517,418.1746838,560.6500587,2.4,33.85,495.16,170.77,32.36,73.71,52.51,112.28,47.53,5.28,33.15,165.51,2.14,9.5,5,13.7,NA,69.18,1,50.66424,1501.4136,375.078088,2.01,77.5,69.18,NA,NA,NA,NA,NA,NA,NA,83441,1.6,100.2957262,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37,37.274281,1.847e+10,NA,92.5,80.62,38.4,41.9,5215.989147,NA,58.322,54.7,22.85539546,24.15697009,39.7,5,3390,2178,2015490,156,249,100,156,2139,115.9978308,4966.64859,322,1063,215,695
"65",151.292,0.726962015,3.605647519,4.771648186,60.73199795,301.2236858,398.6339337,18.50998834,91.80740137,121.4962411,3.969284,25.4164,39.30348,30770.72312,197033.2702,304688.8307,643246,125268,9.0633936,12.596474,10.9003648,10.9003648,0.6,0.24,3.6719118,4.010773659,9.249413705,14.14279139,15.44795689,35.62518264,7.2,32.8,495.73,155.97,36.09,24.93,36.36,159.01,26.08,0.9,1.54,128.21,2.71,20.2,12.7,27.1,5.993,202.89,3,45.11814,NA,12.12238,NA,3.2,202.89,NA,NA,60.19,1,1,68.81,NA,55470,23.8,336.1484296,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57,136.16254,1.79e+09,NA,39.4,28.64,19.5,10.7,2003.709588,6.637814579,69.906,66.3,25.18206707,27.95808006,22.8,0,306,225,790329,8,1,33,4,441,57.49674055,1838.461538,10,51,39,220
"66",20.346,1.094127898,2.928761213,4.698406729,91.4058394,244.6751222,392.515182,41.09860075,110.0127216,176.4857132,14.42873,60.68664,82.16744,1584615.938,6664828.918,9023928.994,2956253,7754808,8.5517711,8.7666628,7.0955362,7.0955362,0.35,0.14,92.30855875,144.8636186,195.0337479,34.04920955,53.43482525,71.94072837,10.1,32.61,544.45,184.3,38.25,55.62,22.18,134.81,38.48,0.93,8.02,176.74,2.36,22.7,17.9,26.9,3.615,104.7,1,41.10377,1729.0432,2040.487131,2.15,49.4,104.7,NA,NA,53.7,1,1,63.21,NA,61717,3.1,120.1457421,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,43.579815,5.685e+10,NA,69,63.54,28.6,38.3,4916.711501,NA,64.001,62.3,26.62422204,24.34822336,25.4,19,15258,8030,11541683,1647,1146,825,468,6330,59.09812342,2292.437681,1469,5638,765,2932
"67",266.442,1.145273549,3.471640373,3.649055412,95.67865908,290.0284355,304.8500762,32.60270703,98.82780761,103.8783133,12.80576,46.9657,48.85315,1207456.775,4428401.959,4606369.864,7401645,1559184,8.4891994,9.972857,7.8857192,7.8857192,0.49,0.18,60.75258714,181.3742528,278.5056549,19.99434854,59.69227316,91.65929217,14.7,48.16,315.58,56.11,58.97,56.37,34.33,104.03,50.69,0.52,2.61,118.55,2.65,21.4,15.6,26.9,5.93,239.57001,2,48.16817,5041.6354,417.008485,6.43,15.8,236.33,NA,NA,76.85,1,2,72.38,NA,33106,12,353.3645701,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,173.59322,3.594e+10,NA,20.4,15.92,18.1,22.7,1091.73737,5.6,75.27,72.8,26.00910489,27.85207042,11,3,2633,1725,10062994,722,95,767,76,2112,26.15479876,727.2198142,305,1312,321,1394
"68",163.348,0.45006955,2.342294252,3.721089004,37.59979528,195.6803887,310.8679202,6.690511856,34.81939065,55.31587313,0.3069299,1.281289,3.021302,30042.19426,125412.1317,295724.0125,9646167,196861,8.9001676,6.6882506,9.4248907,9.4248907,0.26,0.11,4.840916635,22.05688295,46.66520692,0.389035322,1.772578876,3.750201704,78.66,30.13,361.76,74.59,8.6,32.23,26.66,27.37,17.64,0.06,0.51,202.73,4.43,26.4,28.2,24.6,6.038,650.71997,4,29.61204,25622.8123,14.4033015,9.59,NA,568.43,10.427,-0.00140126325439343,27.78,0,1,44.05,NA,28707,100,1912.069053,79.6,0.02,0.21,6.96,4.27,1,1.2,14.64,16.86,1.22,62.57,2.91,11.8,5.68,0.87,0.15,13.24,0.68,7.02,9.92,555.2157,NA,NA,6.2,5.23,4.7,3.2,394.3886029,13.04478867,76.875,75,28.39520228,26.65430385,3.5,0,346,217,9634162,716,2,3538,5,18567,188.4018265,3809.518011,86,1197,365,5435
