"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un","indoor_80_years","indoor_under_5s","outdoor_80_years","outdoor_under_5s","excess_mortality_from_air_pollution_all_sources","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000","indoor_5_to_49","indoor_50_to_79","outdoor_5_to_49","outdoor_50_to_79"
"144",189.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438141,115067,10.946402,13.5358311,13.4875486,13.4875486,0.48,0.21,3.093831384,3.554315911,10.1918065,10.47416438,12.03313449,34.5043551,13.2,35.76,331.98,120.76,45.27,24.15,20.81,126.09,26.27,0.38,2.57,140.51,2.86,26.4,18.9,33.7,6.269,217.83,3,57.60975,NA,52.3030765,NA,5.9,217.41,NA,NA,81.48,1,0,80.71,NA,29901,NA,1016.908901,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,103.195,1.77e+09,NA,21.3,31.56,12.4,15.6,2669.594504,NA,71.682,70.9,25.49760616,27.91742678,11.5,0,250,172,591798,16,2,47,5,344,63.35174954,1715.101289,7,39,20,120
"145",585.983,0.822322346,2.502307275,2.889616398,68.69860871,209.0482268,241.4048787,11.10858749,33.80316664,39.03524782,0.1356052,0.3259973,0.3404294,13638.76149,32787.82392,34239.36096,9730592,68594,5.8450484,3.9519066,5.9741604,5.9741604,0.22,0.08,16.09295052,12.6039573,16.62200002,1.111636484,0.870630825,1.148181102,20.27,40.27,166.31,35.6,6.45,20.67,6.35,20.46,9.59,0.06,0.22,134.55,4.29,20.6,23.1,18.1,7.314,1642.51,4,29.97419,45541.8921,NA,29.09,NA,1534.88,5.596,-0.000816915545400869,37.04,2,1,40.48,1.607709408,18308,100,5298.603868,90.5,NA,NA,NA,2.04,1.73,NA,NA,NA,0.18,107.33,NA,19.73,6.64,0.43,0.23,NA,0.66,2.22,11.16,804.94183,NA,5.6,3,3.03,2.7,3.7,226.383117,9.648729394,82.797,81.9,26.86405077,25.45995973,1.6,0,269,176,10160159,87,0,855,0,8233,84.19060393,1315.983095,2,66,22,596
"146",222.887,0.422059823,2.123611479,2.45778473,35.25980145,177.4111511,205.3287159,5.577981123,28.06584301,32.48230717,0,0.02182594,0.02182594,0,1844.693527,1844.693527,8274114,8282,5.2982009,2.8276539,4.3539265,4.3539265,0.29,0.11,4.994817772,3.566223667,4.817742025,0.444491847,0.317360396,0.42873377,31.85,43.39,130.34,24.76,7.72,17.62,6.87,20.54,9.92,0.65,0.2,120.55,4,19.5,22.2,16.9,7.508,2020.86,4,33.14105,61372.7301,NA,31.51,NA,2013.28,8.745,NA,40.74,2,0,53.57,NA,17679,100,7582.571519,91.8,NA,NA,NA,3.56,NA,NA,12.07,33.25,0.13,NA,NA,NA,NA,0.93,0.52,NA,0.82,4.53,11.24,2149.3345,NA,NA,3.9,4.04,3.5,2.4,322.5397396,7.986043718,83.779,82.7,26.8336985,23.81875224,2.7,0,283,222,8715494,46,0,1325,1,8570,103.2654537,1659.139655,1,32,43,821
"147",15.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17929383,805604,13.9683956,15.2886327,12.6454502,12.6454502,0.32,0.14,2.014161609,2.773388032,8.367179624,0.356202074,0.49047036,1.47972572,30.5,48.87,432.24,60.34,23.78,31.29,12.48,48.55,7.67,0.06,1.79,67.4,3.43,27.8,20.9,34.8,3.462,217.17999,2,37.5146,3349.4597,NA,NA,4.4,NA,NA,NA,25.93,0,0,29.05,NA,43178,90,NA,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,85.753609,1.105e+10,NA,12.9,18.76,13,NA,966.093174,NA,72.697,69.5,27.55826342,29.48096759,7,6,2549,1530,18275704,3,0,1415,93,13516,73.05155804,2014.717219,3,10,1148,4250
"148",8.493,0.911056262,2.344516378,3.217305785,76.11163426,195.8660299,268.7807673,36.19254302,93.13805678,127.810414,0.7854215,16.24259,34.01277,69747.53413,1442385.522,3020425.13,8121218,427433,10.2708067,9.9071062,7.597814,7.597814,0.53,0.16,4.808756272,15.30106375,17.05428184,2.620079653,8.336876216,9.29212759,6.48,27.4,515.37,154.33,11.63,47.15,28.61,37.83,10.94,1.53,4.82,83.38,3.47,14.2,11.6,16.7,5.373,192.72,2,33.99572,4440.3819,274.465108,4.46,13.2,104.75,NA,NA,35.19,0,0,39.29,NA,42752,0.3,192.6961909,58.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,121.52,2.398e+10,NA,44.8,52.39,20.1,6.5,3424.604178,NA,71.097,69.1,26.00734586,26.49672721,20.5,11,9273,5133,9749625,466,620,868,911,5023,59.2195237,2154.185334,430,1285,683,2284
"149",0.352,0.993807355,1.943333143,2.670800338,83.02484168,162.3503044,223.1245061,37.34486265,73.02573176,100.3621791,31.10177,71.84402,84.53875,17001442.32,39272747.56,46212182.83,8405273,45474684,6.0174174,6.1468618,4.455715,4.455715,0.6,0.17,1968.689517,2737.774677,3648.140032,181.5023339,252.407751,336.3384242,2,40.72,327,79.07,13.25,40.71,29.07,66.93,41.64,5.21,20.03,146.77,2.6,8.4,4,12.7,3.786,78.599998,1,40.49123,2874.9629,4526.68255,1.44,65.6,81.08,NA,NA,16.67,1,1,23.93,NA,63043,13,96.49687717,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,25.233082,3.1549e+11,NA,48.4,65.16,24.9,27,4409.899208,NA,65.456,64,22.4032439,24.15816268,18.8,117,83483,46621,61498438,4423,9236,1998,3540,17222,32.20871276,1365.805022,4387,14977,1949,6957
"150",0.845,1.046140589,2.883112817,5.012801356,87.39687457,240.8615553,418.7803973,17.28115243,47.62601951,82.80625501,0.002042557,2.216301,19.70135,1413.650799,1533898.775,13635276.36,63851568,4806032,8.2871193,8.7565508,10.1013816,10.1013816,0.7,0.21,532.4150149,127.4248549,2210.900036,10.32338007,2.470732738,42.86874096,15.92,45.4,132.19,48.19,28.12,32.73,15.63,64.99,13.62,0.49,1.48,129.54,3.35,10,7,12.7,5.885,477.04999,3,34.85572,16648.6237,0,5.43,0.9,449.2,NA,NA,72.22,1,2,69.05,NA,28993,98,610.1700037,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77,75.361549,2.679e+10,33.9,12.3,9.55,9.3,13.3,680.4701023,NA,77.15,74.1,24.00077018,25.11073257,6.7,6,4243,2808,69950844,2898,26,8640,65,80456,118.3890252,2886.400539,924,4800,2915,15075
"151",6.523,1.938657561,2.309871612,6.206968342,161.959696,192.9717303,518.5437211,143.9768989,171.5455881,460.9684924,66.35256,74.28932,97.28955,5108135.243,5719144.728,7489811.684,860349,6556453,7.252472,7.0262178,4.9975307,4.9975307,0.71,0.2,219.2836653,313.665578,428.7211848,168.2380822,240.6494584,328.9220372,2.4,34.13,386.86,123.71,18.84,56.29,34.26,71.77,39.43,4.32,20.51,145.27,2.26,8.4,3.9,12.5,4.179,82.519997,1,43.05614,1451.3609,1033.280325,2.1,50.1,79.87,NA,NA,42.59,1,2,50.71,NA,71808,4,95.63100552,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72,48.73756,1.644e+10,NA,78.4,72.99,30.5,38.9,4157.182236,NA,61.042,59,22.58918749,24.64166822,26.7,14,8958,5239,8478242,412,762,328,592,6366,87.14579055,3799.000684,867,2551,706,2053
"152",75.742,1.008387702,3.134152422,4.08868259,84.24291577,261.8339534,341.5774929,12.85923731,39.96757366,52.14000489,0.1681227,3.472017,7.340323,2326.939216,48055.21513,101595.3554,1244484,115608,10.4106402,12.9583853,14.0860047,14.0860047,0.72,0.29,2.02676184,2.609978705,8.190175784,2.123761395,2.734890654,8.582152476,14.89,32.12,304.78,80.09,30.11,19.5,12.6,168.86,20.62,0.3,1.24,130.92,2.73,18.6,10.8,26,6.192,302.64999,4,40.27296,28549.4083,1.2170925,NA,5.6,302.77,NA,NA,74.07,1,0,69.17,NA,38360,NA,2204.137969,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51,822.86584,5e+07,NA,20.4,18.64,15.6,NA,1580.667616,7.3,73.507,70.2,26.77531848,28.88155719,13.2,0,278,200,1403374,2,0,115,2,1249,91.83823529,2341.617647,0,5,45,310
"153",83.174,0.603618059,1.881483827,3.447835621,50.42757388,157.1832772,288.0397344,11.11575981,34.64794,63.49265403,0,1.57308,13.31939,0,179857.2051,1522864.864,10326673,946988,12.1266469,12.8581778,12.6824945,12.6824945,0.36,0.16,10.38189492,16.63849385,43.2067874,1.66781857,2.672921392,6.941033689,27.1,53.92,282.73,65.66,31.6,27.33,12.18,67.66,8.79,0.44,0.91,105.1,3.68,26.9,19.1,34.3,4.731,334.19,2,32.81588,11353.8865,12.8387655,3.97,1.2,288.18,NA,-0.00180968695264301,71.3,1,2,69.76,NA,26814,80,774.0570073,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85,307.94397,4.34e+09,16.9,14,11.72,10.7,34.6,874.124594,NA,76.699,74.6,25.72641503,27.30753368,8.2,2,1492,1043,11935764,12,0,1646,19,14759,131.144482,2938.777324,3,22,416,2995
"154",117.976,0.734378871,2.370504554,3.440223518,61.35161827,198.037139,287.4038026,9.986639878,32.23591562,46.78276397,0,2.007663,6.668437,0,1628252.678,5408228.574,74279627,3991845,13.0451608,14.1696724,14.205187,14.205187,0.41,0.19,31.97276294,39.61941784,154.3051901,0.686735894,0.850976701,3.314287001,44.1,56.98,193.37,39.38,20.59,37.57,7.08,54.35,7.19,0.7,0.62,112.72,3.48,32.1,24.4,39.2,4.862,567.58002,3,41.90911,19270.2202,31.715142,2.82,NA,517.27,NA,NA,50,2,0,62.62,NA,29027,86,995.9660375,76.2,0.67,0,2.15,2.78,NA,7.33,17.48,18.9,NA,NA,0,NA,NA,0.05,0.05,11.57,0.44,2.81,11.56,168.79961,2.16e+09,7.5,13.5,15.21,9.6,13.5,1223.451749,NA,77.691,74.8,27.27430057,28.94223386,7.1,17,13702,9035,85042736,235,7,9094,205,62681,79.67990748,1938.688764,76,453,2544,16941
"155",2.252,0.648064841,1.799356803,3.000061375,54.14075527,150.3222058,250.6316938,42.58860861,118.2475855,197.1537903,7.880419,60.01055,81.69172,3243774.713,24701821.64,33626325.65,7667670,32477200,4.4017746,4.736887,2.9922044,2.9922044,0.79,0.17,1041.240813,1543.876411,1970.54167,186.7924903,276.9623662,353.5036094,3.3,39.2,306.9,100.29,14.65,50.43,30.96,73.48,50.53,4.33,23.58,179.41,2.21,5.3,1.8,8.6,4.641,96.959999,1,42.75369,2045.4203,2612.213385,1.46,69.9,103.07,NA,NA,78.7,1,0,72.14,NA,74116,2,138.5283968,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86,56.105515,2.0389e+11,NA,59.5,66.57,32.5,27.9,4238.49771,NA,63.368,57.2,21.61129409,23.34475139,18.7,87,62319,35822,47123533,2609,5771,1896,4233,19024,48.7394983,2288.004831,3169,8477,2366,6203
"156",150.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43302714,1851315,7.4189136,7.1748896,9.7013798,9.7013798,0.25,0.11,5.146238766,25.0387715,32.77647672,0.10966075,0.533548982,0.698431063,47.16,27.65,593.07,115.9,3.73,19.56,28.92,11,11.96,0.31,0.96,126.22,3.87,24.1,22,25.7,5.27,350.12,2,26.61947,9813.3637,0,5.94,1.2,384.28,NA,NA,50.93,1,1,54.52,NA,35121,100,469.4283772,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07,224.43942,5.127e+10,11.2,9,10.55,7.5,3.6,721.1484544,NA,72.065,70.7,27.08648953,26.40652804,5.5,4,3130,1923,43466822,1432,5,17285,30,76502,170.6719729,3675.792232,287,3061,2788,34243
"157",48.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8934599,219703,15.0211902,15.402467,8.4996671,8.4996671,0.67,0.3,1.350489119,0.359605262,6.190059715,3.99414076,1.063550985,18.30741875,12.7,46.89,339.84,89.9,39.1,36.77,11.37,94.72,9.29,0.61,2.98,98.2,4.21,31.7,27.5,41,6.458,NA,4,25.96615,76397.8181,NA,NA,NA,NA,NA,NA,65.28,0,2,71.13,NA,25546,100,2425.795649,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,431.54056,NA,NA,6.8,7.75,5.2,NA,983.2475599,NA,77.972,76.7,28.18800439,29.63816231,3.5,1,743,522,9991083,1,0,140,10,3633,39.67456157,1453.073992,11,12,1413,1663
"158",668.253,0.265348333,1.539730769,1.887692082,22.16778056,128.6324786,157.7019283,4.963690084,28.80269213,35.31176681,0.1003027,0.3433783,0.4246,66258.81917,226831.787,280485.9153,64607830,521031,6.6201465,4.9460228,6.9210203,6.9210203,0.16,0.07,30.49522397,5.643354009,36.4053406,0.366635441,0.067848447,0.437691099,37.58,41.6,145.01,36.6,5.26,37.1,10.64,18.3,15.72,0.07,0.4,158.8,4.11,27.8,26.9,28.6,6.798,1432.22,4,35.14883,38058.0856,NA,21.29,NA,1350.13,9.138,-0.000318148622498567,43.98,2,2,51.79,NA,20376,100,4144.60079,84.6,NA,NA,2.54,2.11,NA,NA,11.39,28.82,NA,NA,NA,NA,3.67,0.38,0.18,NA,0.82,2.54,10.85,613.17255,NA,9.6,4.2,4.93,4,3.7,387.5656751,NA,81.321,80.4,27.47505756,27.15190484,2.4,4,3011,2107,68207114,350,0,13959,15,63665,98.37599033,1681.976792,15,261,690,10909
"159",684.958,0.9044263,2.21435,2.974152331,75.55775272,184.9916458,248.4671956,12.8980859,31.57899822,42.41459171,0.9991196,1.499683,1.499683,3246994.217,4873752.881,4873752.881,320896618,0,8.1696543,6.4363376,8.346949,8.346949,0.29,0.16,198.1417956,448.8719521,231.454478,0.59985371,1.358913223,0.700704397,44.11,42.14,176.43,34.28,16.46,38.71,14.14,41.69,10.49,0.25,0.4,145.11,5.07,36.2,35.5,37,7.028,2096.71,4,41.40784,55334.7394,NA,21.7,NA,1917.39,17.049,-2.85358061874237e-05,61.57,1,1,67.86,1.76660037,22775,84,9535.945335,81.3,0.47,1.68,0.61,2.44,NA,3.72,13.75,17.11,0.18,3.9,9.15,17.49,3.46,0.21,0.14,4.25,0.39,2.77,11.16,1056.9528,NA,10.5,6.5,7.37,5.6,5.5,568.4556511,NA,78.862,78.9,29.01322022,29.07070589,3.6,26,22093,14838,332915074,317,1,44035,51,283228,88.02077411,1766.364066,36,451,4440,57089
"160",15.545,0.694181218,2.128675062,2.961332191,57.99341841,177.834174,247.396173,9.391300947,28.79799626,40.06268259,0.02453968,0.3399476,1.307074,843.3419311,11682.7956,44919.50634,3308016,123536,9.1377699,9.7827532,11.9341041,11.9341041,0.21,0.1,7.202059673,5.503096917,39.85485395,2.012371296,1.537653779,11.13608714,46.16,29.37,185.95,62.21,14.4,38.5,11.87,42.13,18.53,0.19,0.4,190.63,4.86,27.9,24.9,30.6,6.31,825.67999,4,39.67655,20185.836,2.6013185,6.92,NA,764.05,14.058,NA,55.56,1,1,63.1,NA,24820,97.2,1747.771686,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,282.98938,2.1e+08,NA,10.1,10.31,9,7.4,784.2311615,9.620208207,77.911,77,27.52969676,27.55825768,5.1,0,371,238,3485152,42,0,561,3,2247,65.47202797,1248.222611,3,42,45,590
"161",16.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31298900,0,10.4833885,10.7044365,9.0691813,9.0691813,0.45,0.15,1.328324469,6.321237652,5.530351017,0.169033263,0.804396406,0.703753715,10.98,26.49,696.86,112.58,15.86,24.2,48.17,53.67,9.1,0.91,1.09,80.62,3.53,16.6,13.8,19,6.154,62.200001,2,35.2688,11220.3702,1333.783584,NA,2.3,57.5,NA,NA,63.89,1,2,59.29,NA,40253,100,382.8217102,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49,163.58907,2.245e+10,NA,39.1,26.73,17,0.8,1786.308659,NA,71.725,68.2,26.48810362,27.6582837,20.4,15,12036,7585,33935765,981,582,4533,1965,26115,87.36158382,2745.870087,750,2551,2875,11106
"162",27.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29410446,1744688,9.9360777,8.9778599,8.4720032,8.4720032,0.49,0.19,61.22011846,80.44255288,258.0289084,4.525401616,5.946327254,19.07354099,16.86,38.35,231,47.37,34.95,27,15.6,80.11,14.29,0.66,1.12,120.47,2.49,25.6,22.4,28.6,4.574,314.81,3,44.7705,10709.9506,1333.44793,6.28,NA,353.7,NA,NA,86.11,1,2,78.21,NA,29410,100,579.4147164,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,265.49927,1e+08,NA,14.9,17.12,10.5,12.9,1322.125254,4.441129899,72.064,73.9,26.70960031,26.93984073,8.9,9,7541,5331,28704947,50,7,2199,213,13437,43.19467522,1133.534746,25,116,1056,5231
"163",0.36,0.974507314,2.513795511,4.306775634,81.41247403,210.0079792,359.7974631,28.58516223,73.73700685,126.3303809,0.4951231,10.18864,32.01523,468369.8264,9638111.305,30285332.51,71536374,20176926,5.5387413,5.1369106,5.0445686,5.0445686,3.16,0.34,379.9272853,575.0777246,1115.452496,9.14095489,13.83622536,26.8375064,27.4,52.3,277.86,131.85,26.19,50.08,23.98,68.15,15.57,1.02,1.03,158.41,3.11,2.1,1.6,2.6,5.467,287.04999,2,35.71555,6814.1423,379.716216,3.35,7.1,257.04,NA,NA,79.17,0,0,78.39,NA,29226,61,334.319988,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,145.36028,7.389e+10,26,21.7,15.2,12.7,17.6,975.9281467,NA,75.4,75.6,21.97052794,21.9405938,11.4,19,14689,9812,98168829,12937,663,16082,648,87519,93.65529593,2348.54039,2650,17327,3203,21739
"164",20.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13277013,11632956,12.5919634,10.1444687,7.051236,7.051236,0.38,0.12,84.73164561,137.2570886,221.9642319,15.63120325,25.32104073,40.94772382,3.8,52.59,540.3,150.32,39.37,59.2,17.35,84.81,18.2,0.89,2.14,104.65,3.32,17.1,12,22,4.197,123.29,2,36.70709,2284.8899,NA,NA,45.9,NA,NA,NA,37.96,0,0,41.79,NA,55241,42,144.4998841,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68,116.98312,6.458e+10,NA,47.5,46.98,24.9,46.1,3651.551117,NA,66.125,63.5,23.72669657,24.19770906,22.1,45,36368,20698,30490639,682,656,1344,1058,25210,93.95497913,3519.063059,1359,4063,2443,7864
"165",18.93,1.278012074,2.379476799,3.306079267,106.767926,198.7867,276.1970983,75.42884391,140.4377844,195.1262762,57.78896,77.14788,84.97017,9739571.017,13002262.99,14320607.34,7068158,9032429,6.4647059,6.6852064,4.3618839,4.3618839,0.66,0.18,597.1407001,857.409909,1143.515004,231.4820379,332.3755908,443.2844443,6.3,41.2,393.06,111.5,17.28,55.51,47.66,81.49,64.98,7.25,31.73,168.44,2.42,8.1,3.6,12.4,4.838,90.860001,2,57.13606,3534.0337,2995.0878,1.83,56.6,78.64,NA,NA,50.93,0,1,50.95,NA,76189,8.4,203.0385646,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,55.894348,1.4342e+11,NA,67.8,70.48,28.8,21.7,4204.166619,NA,63.886,58.8,21.44802712,23.83398161,21.4,37,25494,13524,18920657,1218,2964,687,1466,4645,28.65161432,1347.310551,1750,4741,973,2721
"166",16.282,0.774647423,2.29716701,3.967124844,64.71574124,191.9103601,331.4222928,34.26312295,101.6050831,175.4683258,8.090322,63.16433,82.59679,1151798.513,8992544.593,11759094.37,5806102,9971349,6.5137745,7.5606705,5.2168611,5.2168611,0.33,0.12,298.6722588,411.161662,599.0010222,114.0073002,156.9460492,228.646911,12.1,44.94,305.49,95.86,36.55,65.02,17.54,137.55,56.25,0.9,17.75,245.77,2.62,15.5,4.7,25.3,3.16,147.38,1,50.25645,1611.4052,406.092795,NA,29.7,147.38,NA,NA,73.15,0,0,69.05,NA,72784,1,182.2733538,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13,47.00177,1.1784e+11,NA,79.6,60.91,26.6,16.8,4156.238275,NA,61.49,54.8,22.30135343,25.43148733,23.5,25,18772,10558,15092171,1355,1555,846,828,5379,34.47413738,1596.359572,1370,3395,819,2178
"167",237.838,0.449308988,2.407971577,3.108033837,37.53625634,201.1672161,259.6519496,5.952627554,31.90178325,41.17649176,0,0.1187588,0.188587,0,12581.82744,19979.73279,10451144,94915,8.4406733,6.6159594,9.060892,9.060892,0.26,0.11,5.136815339,3.176816563,44.40788951,0.378736361,0.234226046,3.274184753,57.02,29.8,283.58,55.86,6.81,18.94,13.41,25.5,13.21,0.1,0.31,156.73,4.6,26,26.4,25.4,6.897,858.34998,4,24.99034,30748.5084,5.830948,12.98,NA,799.89,5.972,-0.000997710394510541,35.19,1,1,52.38,NA,22380,100,2469.851757,84.8,0.98,0.02,5.63,4.11,NA,8.87,14.72,24.35,1.96,64.02,0.28,11.54,4.14,0.94,0.15,15.2,0.89,6.63,11,366.23938,NA,13,3.4,3.26,3.3,1.6,212.3376553,NA,79.376,78.3,28.18887918,26.43610997,1.8,0,230,137,10724553,114,0,3054,3,16941,160.6848146,3016.835815,6,140,160,3497
