,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
83051,MOZ,Africa,Mozambique,2021-11-16,151457.0,25.0,10.714,1936.0,0.0,0.28600000000000003,4709.038,0.777,0.33299999999999996,60.193000000000005,0.0,0.009000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
77451,MRT,Africa,Mauritania,2021-11-16,38278.0,90.0,74.714,808.0,1.0,0.857,8016.15,18.848,15.647,169.21099999999998,0.209,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
81797,MSR,North America,Montserrat,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.0,1531.0,1417.0,,,1.0,59.2,30.74,28.45,,201.0,1.0,0.02,,4981.0,,,,,,,,,,,,,74.16,,,,,
78060,MUS,Africa,Mauritius,2021-11-16,18979.0,0.0,0.0,240.0,0.0,0.0,14903.866000000002,0.0,0.0,188.468,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.8839999999999995,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
73947,MWI,Africa,Malawi,2021-11-16,61846.0,1.0,3.571,2302.0,0.0,0.0,3147.7509999999997,0.051,0.182,117.164,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.9789999999999996,1.7830000000000001,1095.042,71.4,227.34900000000002,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
74610,MYS,Asia,Malaysia,2021-11-16,2556865.0,5413.0,5670.286,29769.0,40.0,48.857,78009.818,165.15,173.0,908.2510000000001,1.22,1.4909999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32776195.0,96.25399999999999,29.9,6.292999999999999,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
84264,NAM,Africa,Namibia,2021-11-16,129067.0,7.0,6.2860000000000005,3565.0,1.0,0.14300000000000002,49883.974,2.705,2.4290000000000003,1377.861,0.386,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,2587344.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,,63.71,0.6459999999999999,,,,
85988,NCL,Oceania,New Caledonia,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342806.0,178199.0,164607.0,,,401.0,118.94,61.83,57.11,,1391.0,107.0,0.037000000000000005,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
87831,NER,Africa,Niger,2021-11-16,6726.0,23.0,22.429000000000002,235.0,3.0,1.143,267.64,0.915,0.892,9.351,0.11900000000000001,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25130810.0,16.955,15.1,2.553,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.3,62.42,0.39399999999999996,,,,
88459,NGA,Africa,Nigeria,2021-11-16,213177.0,0.0,49.714,2968.0,0.0,7.7139999999999995,1008.403,0.0,0.235,14.04,0.0,0.036000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211400704.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
87224,NIC,North America,Nicaragua,2021-11-16,17023.0,146.0,46.286,210.0,0.0,0.14300000000000002,2539.844,21.783,6.906000000000001,31.331999999999997,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702379.0,51.667,27.3,5.445,3.5189999999999997,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
88502,NIU,Oceania,Niue,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.0,1202.0,1150.0,,,42.0,145.72,74.47,71.25,,26022.0,1.0,0.062,,1614.0,,,,,,,,,,,,,73.71,,,,,
85701,NLD,Europe,Netherlands,2021-11-16,2375012.0,20210.0,15814.857,19228.0,35.0,24.857,138298.434,1176.8410000000001,920.909,1119.6580000000001,2.0380000000000003,1.4469999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17173094.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.9440000000000001,,,,
90730,NOR,Europe,Norway,2021-11-16,232839.0,3530.0,1760.8570000000002,952.0,1.0,4.0,42600.585999999996,645.854,322.16900000000004,174.179,0.183,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465629.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.9570000000000001,,,,
85072,NPL,Asia,Nepal,2021-11-16,817672.0,339.0,328.57099999999997,11482.0,4.0,4.0,27554.312,11.424000000000001,11.072000000000001,386.926,0.135,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29674920.0,204.43,25.0,5.809,3.2119999999999997,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
84410,NRU,Oceania,Nauru,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14863.0,7612.0,7251.0,,,2.0,136.7,70.01,66.69,,184.0,2.0,0.018000000000000002,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
86616,NZL,Oceania,New Zealand,2021-11-16,9286.0,197.0,194.71400000000003,35.0,0.0,0.429,1812.751,38.457,38.010999999999996,6.832000000000001,0.0,0.084,,,,,,,,,,21674.0,4505129.0,879.461,4.231,27072.0,5.285,,,tests performed,,,,,,,,,,,,,,,5122600.0,18.206,37.9,15.322000000000001,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.9309999999999999,,,,
92024,OMN,Asia,Oman,2021-11-16,304441.0,4.0,7.428999999999999,4113.0,0.0,0.0,58284.335999999996,0.7659999999999999,1.422,787.422,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
1274,OWID_AFR,,Africa,2021-11-16,8566590.0,3375.0,3798.0,220963.0,179.0,160.571,6237.113,2.457,2.765,160.877,0.13,0.11699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
6873,OWID_ASI,,Asia,2021-11-16,80865882.0,87830.0,89250.0,1198654.0,1333.0,1393.5710000000001,17284.778000000002,18.773,19.077,256.20799999999997,0.285,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678444992.0,,,,,,,,,,,,,,,,,,
90100,OWID_CYN,Asia,Northern Cyprus,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563953.0,277641.0,265245.0,56061.0,,1011.0,147.54,72.64,69.39,14.67,2645.0,165.0,0.043,,,,,,,,,,,,,,,,,,,,
40654,OWID_EUN,,European Union,2021-11-16,42796277.0,215488.0,181851.0,821341.0,1933.0,1523.5710000000001,95700.45199999999,481.871,406.653,1836.672,4.323,3.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447189915.0,,,,,,,,,,,,,,,,,,
39990,OWID_EUR,,Europe,2021-11-16,69262097.0,322860.0,293891.286,1365515.0,4417.0,3766.429,92477.33,431.07599999999996,392.398,1823.2079999999999,5.897,5.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748962983.0,,,,,,,,,,,,,,,,,,
52264,OWID_HIC,,High income,2021-11-16,109088443.0,352400.0,317400.571,1792533.0,3197.0,2490.286,89789.883,290.058,261.25,1475.421,2.6310000000000002,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214930230.0,,,,,,,,,,,,,,,,,,
56729,OWID_INT,,International,2021-11-16,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64393,OWID_KOS,Europe,Kosovo,2021-11-16,160957.0,5.0,9.429,2980.0,0.0,0.28600000000000003,90317.965,2.806,5.291,1672.17,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
71175,OWID_LIC,,Low income,2021-11-16,1369677.0,873.0,825.0,36941.0,54.0,34.143,2059.203,1.3119999999999998,1.24,55.538000000000004,0.081,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
71840,OWID_LMC,,Lower middle income,2021-11-16,63019983.0,54541.0,58584.857,1132495.0,1716.0,1623.1429999999998,18921.212,16.375,17.59,340.022,0.515,0.48700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330652550.0,,,,,,,,,,,,,,,,,,
89167,OWID_NAM,,North America,2021-11-16,56727072.0,93704.0,93173.0,1150619.0,1602.0,1436.1429999999998,95086.912,157.06799999999998,156.178,1928.6879999999999,2.685,2.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596581283.0,,,,,,,,,,,,,,,,,,
91392,OWID_OCE,,Oceania,2021-11-16,287659.0,1494.0,1632.714,3073.0,9.0,13.429,6655.6990000000005,34.567,37.777,71.101,0.20800000000000002,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43219954.0,,,,,,,,,,,,,,,,,,
111439,OWID_SAM,,South America,2021-11-16,38671552.0,13038.0,19875.857,1176035.0,250.0,398.714,89051.582,30.023000000000003,45.769,2708.135,0.5760000000000001,0.9179999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434260137.0,,,,,,,,,,,,,,,,,,
127601,OWID_UMC,,Upper middle income,2021-11-16,80902722.0,114487.0,124810.429,2152890.0,2823.0,3021.2859999999996,32185.065,45.54600000000001,49.653,856.472,1.123,1.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513672790.0,,,,,,,,,,,,,,,,,,
132000,OWID_WRL,,World,2021-11-16,254382438.0,522301.0,501620.857,5114874.0,7790.0,7168.857,32302.672000000002,66.324,63.698,649.511,0.9890000000000001,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
92655,PAK,Asia,Pakistan,2021-11-16,1280362.0,270.0,321.143,28628.0,10.0,8.857000000000001,5685.446,1.199,1.426,127.12299999999999,0.044000000000000004,0.039,,,,,,,,,,33435.0,21452460.0,95.26,0.14800000000000002,38152.0,0.16899999999999998,,,tests performed,,,,,,,,,,,,,,,225199929.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
93982,PAN,North America,Panama,2021-11-16,474928.0,307.0,200.857,7348.0,5.0,1.857,108391.87599999999,70.066,45.841,1677.019,1.141,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381583.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
96637,PCN,Oceania,Pitcairn,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,47.0,47.0,,,0.0,200.0,100.0,100.0,,0.0,0.0,0.0,,47.0,,,,,,,,,,,,,,,,,,
95895,PER,South America,Peru,2021-11-16,2216832.0,1459.0,1277.4289999999999,200695.0,23.0,32.286,66452.964,43.736000000000004,38.293,6016.143,0.6890000000000001,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
96552,PHL,Asia,Philippines,2021-11-16,2819341.0,830.0,1806.714,45808.0,99.0,177.28599999999997,25388.738999999998,7.474,16.27,412.51,0.892,1.5959999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111046910.0,351.87300000000005,25.2,4.803,2.661,7599.188,,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.718,,,,
92742,PLW,Oceania,Palau,2021-11-16,8.0,0.0,0.0,,,0.0,440.189,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.236999999999995,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
94589,PNG,Oceania,Papua New Guinea,2021-11-16,33054.0,69.0,165.857,436.0,0.0,3.286,3624.738,7.567,18.188,47.812,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
97260,POL,Europe,Poland,2021-11-16,3230634.0,16611.0,15065.0,79161.0,282.0,168.71400000000003,85473.29199999999,439.47900000000004,398.577,2094.373,7.461,4.4639999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37797000.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
97897,PRT,Europe,Portugal,2021-11-16,1110155.0,1693.0,1549.714,18274.0,9.0,8.142999999999999,109182.082,166.50400000000002,152.412,1797.221,0.885,0.8009999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167923.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,,3.39,82.05,0.8640000000000001,,,,
95209,PRY,South America,Paraguay,2021-11-16,462059.0,56.0,92.286,16342.0,2.0,10.857000000000001,64000.274000000005,7.757000000000001,12.783,2263.547,0.27699999999999997,1.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219641.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
93364,PSE,Asia,Palestine,2021-11-16,457390.0,236.0,205.857,4761.0,7.0,4.2860000000000005,87576.368,45.187,39.415,911.5880000000001,1.34,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
43267,PYF,Oceania,French Polynesia,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312817.0,159343.0,153474.0,,,592.0,110.72,56.4,54.32,,2095.0,143.0,0.051,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,
98524,QAT,Asia,Qatar,2021-11-16,241378.0,146.0,141.857,611.0,0.0,0.0,82366.84,49.82,48.407,208.495,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
99154,ROU,Europe,Romania,2021-11-16,1748568.0,4128.0,4263.143,53661.0,397.0,311.143,91415.14199999999,215.812,222.877,2805.397,20.755,16.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19127772.0,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
99810,RUS,Europe,Russia,2021-11-16,8991748.0,35612.0,37704.429,253009.0,1213.0,1203.0,61624.449,244.065,258.405,1733.983,8.312999999999999,8.245,,,,,,,,,,370272.0,217855359.0,1493.06,2.5380000000000003,507575.0,3.4789999999999996,,,tests performed,,,,,,,,,,,,,,,145912022.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,
100423,RWA,Africa,Rwanda,2021-11-16,100164.0,16.0,23.429000000000002,1338.0,0.0,0.429,7544.4490000000005,1.205,1.765,100.779,0.0,0.032,,,,,,,,,,8603.0,3300411.0,248.59,0.648,10102.0,0.7609999999999999,,,samples tested,,,,,,,,,,,,,,,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,
104549,SAU,Asia,Saudi Arabia,2021-11-16,549297.0,37.0,39.286,8818.0,2.0,1.714,15542.91,1.047,1.112,249.514,0.057,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35340680.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
114626,SDN,Africa,Sudan,2021-11-16,41309.0,0.0,41.428999999999995,3099.0,0.0,0.0,919.831,0.0,0.922,69.006,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44909351.0,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,0.8,65.31,0.51,,,,
105177,SEN,Africa,Senegal,2021-11-16,73959.0,1.0,2.4290000000000003,1883.0,2.0,0.28600000000000003,4300.865,0.057999999999999996,0.141,109.5,0.11599999999999999,0.017,,,,,,,,,,814.0,873579.0,50.8,0.047,1097.0,0.064,,,tests performed,,,,,,,,,,,,,,21.3,17196308.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
107679,SGP,Asia,Singapore,2021-11-16,241341.0,2069.0,2448.714,612.0,18.0,12.714,44253.52099999999,379.38199999999995,449.009,112.219,3.301,2.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
100515,SHN,Africa,Saint Helena,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892.0,4361.0,3531.0,,,97.0,129.48,71.55,57.93,,15915.0,0.0,0.0,,6095.0,,,,,,,,,,,,,80.56,,,,,
109545,SLB,Oceania,Solomon Islands,2021-11-16,20.0,0.0,0.0,,,0.0,28.409000000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.5670000000000001,,,,
107015,SLE,Africa,Sierra Leone,2021-11-16,6400.0,0.0,0.28600000000000003,121.0,0.0,0.0,786.1110000000001,0.0,0.035,14.862,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
36228,SLV,North America,El Salvador,2021-11-16,118041.0,0.0,254.71400000000003,3735.0,4.0,5.7139999999999995,18108.613999999998,0.0,39.076,572.985,0.614,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518500.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.6729999999999999,,,,
103334,SMR,Europe,San Marino,2021-11-16,5683.0,29.0,10.429,92.0,0.0,0.0,167097.91199999998,852.69,306.633,2705.087,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.6669999999999,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
110156,SOM,Africa,Somalia,2021-11-16,22837.0,0.0,20.570999999999998,1313.0,0.0,2.714,1395.9470000000001,0.0,1.2570000000000001,80.259,0.0,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.7310000000000003,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
105807,SRB,Europe,Serbia,2021-11-16,1218423.0,3773.0,3706.7140000000004,10951.0,55.0,59.571000000000005,177314.22100000002,549.076,539.429,1593.6729999999998,8.004,8.669,,,,,,,,,,18256.0,6603023.0,960.922,2.657,15771.0,2.295,,,people tested,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.8059999999999999,,,,
112696,SSD,Africa,South Sudan,2021-11-16,12590.0,0.0,10.429,133.0,0.0,0.0,1106.193,0.0,0.9159999999999999,11.686,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11381377.0,,19.2,3.4410000000000003,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
103924,STP,Africa,Sao Tome and Principe,2021-11-16,3731.0,0.0,0.14300000000000002,56.0,0.0,0.0,16703.677,0.0,0.64,250.71200000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
115239,SUR,South America,Suriname,2021-11-16,50170.0,92.0,51.143,1139.0,0.0,2.4290000000000003,84775.54800000001,155.458,86.419,1924.6429999999998,0.0,4.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591798.0,3.612,29.6,6.933,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
108490,SVK,Europe,Slovakia,2021-11-16,569866.0,6421.0,6179.714,13644.0,46.0,47.143,104357.186,1175.851,1131.665,2498.569,8.424,8.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460726.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
109144,SVN,Europe,Slovenia,2021-11-16,383734.0,3770.0,3302.857,4959.0,6.0,14.857000000000001,184600.83399999997,1813.6129999999998,1588.888,2385.599,2.886,7.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
115894,SWE,Europe,Sweden,2021-11-16,1185093.0,2622.0,843.0,15094.0,12.0,4.143,116641.186,258.067,82.971,1485.6070000000002,1.181,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718000000000004,41.0,19.985,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
38712,SWZ,Africa,Eswatini,2021-11-16,46481.0,9.0,2.714,1245.0,0.0,0.14300000000000002,39647.074,7.6770000000000005,2.315,1061.952,0.0,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172369.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.611,,,,
107869,SXM,North America,Sint Maarten (Dutch part),2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51155.0,26640.0,24515.0,,,30.0,117.81,61.35,56.46,,691.0,17.0,0.039,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,
106419,SYC,Africa,Seychelles,2021-11-16,22722.0,0.0,37.857,122.0,0.0,0.429,229723.992,0.0,382.74300000000005,1233.445,0.0,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.7959999999999999,,,,
117130,SYR,Asia,Syria,2021-11-16,46564.0,143.0,156.571,2677.0,5.0,5.7139999999999995,2547.864,7.825,8.567,146.47899999999998,0.27399999999999997,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18275704.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.5670000000000001,,,,
123548,TCA,North America,Turks and Caicos Islands,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56343.0,29210.0,27133.0,,,69.0,143.64,74.47,69.17,,1759.0,32.0,0.08199999999999999,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,
24012,TCD,Africa,Chad,2021-11-16,5107.0,0.0,0.0,175.0,0.0,0.0,301.922,0.0,0.0,10.345999999999998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16914985.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,,54.24,0.39799999999999996,,,,
120888,TGO,Africa,Togo,2021-11-16,26167.0,0.0,6.0,243.0,0.0,0.0,3086.3709999999996,0.0,0.708,28.662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8478242.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
119660,THA,Asia,Thailand,2021-11-16,2030700.0,5947.0,6886.429,20143.0,62.0,54.143,29030.386000000002,85.01700000000001,98.447,287.959,0.8859999999999999,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
118366,TJK,Asia,Tajikistan,2021-11-16,17489.0,1.0,0.429,125.0,0.0,0.0,1793.8129999999999,0.10300000000000001,0.044000000000000004,12.821,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,4.8,71.1,0.6679999999999999,,,,
121002,TKL,Oceania,Tokelau,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,968.0,968.0,,,17.0,141.52,70.76,70.76,,12427.0,0.0,0.0,,1368.0,,,,,,,,,,,,,81.86,,,,,
123248,TKM,Asia,Turkmenistan,2021-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580976.0,4374694.0,3206282.0,,,41369.0,123.91,71.51,52.41,,6762.0,23860.0,0.39,62.5,6117933.0,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,,,,
