"","iso_code","continent","Entity","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"201","SWE","Europe","Sweden",1185093,2622,843,15094,12,4.143,116641.186,258.067,82.971,1485.607,1.181,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,10160159,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,NA,2.22,82.8,0.945,NA,NA,NA,NA,"i",1642.51,"486.18296","855.74771","1065.98899","1215.4574","1356.71326","1527.5343","1729.56303","2020.2873","2412.84719","3754.77786","670.965335","1140.723195","1442.12378","1874.925165","3083.812525",0,-8.3,44033.94329,"SWE",29.97419,4,1534.88,1357.05,NA,NA,NA,NA,29.09,NA,5.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","SWZ","Africa","Eswatini",46481,9,2.714,1245,0,0.143,39647.074,7.677,2.315,1061.952,0,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172369,79.492,21.5,3.163,1.845,7738.975,NA,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWZ",54.57979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","SXM","North America","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",51155,26640,24515,NA,NA,30,117.81,61.35,56.46,NA,691,17,0.039,NA,43421,1209.088,NA,NA,NA,36327.232,NA,NA,NA,NA,NA,NA,NA,78.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36327.2319,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","SYC","Africa","Seychelles",22722,0,37.857,122,0,0.429,229723.992,0,382.743,1233.445,0,4.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,NA,3.6,73.4,0.796,NA,NA,NA,NA,"i",699.04999,"132.8195","246.0656","312.47535","371.19555","430.6148","501.21885","586.50295","702.54525","919.25075","2787.8114","189.44255","341.83545","465.916825","644.5241","1853.531075",0,NA,25172.44364,"SYC",32.12532,4,699.05,461.87,NA,NA,NA,NA,10.08,0.2683845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","SYR","Asia","Syria",46564,143,156.571,2677,5,5.714,2547.864,7.825,8.567,146.479,0.274,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18275704,NA,21.7,NA,2.577,NA,NA,376.264,NA,NA,NA,70.598,1.5,72.7,0.567,NA,NA,NA,NA,"c",217.17999,"69.4976","96.6451","115.97412","135.08596","155.50088","178.95632","209.79588","253.88342","333.58848","622.87224","83.07135","125.53004","167.2286","231.83965","478.23036",0,NA,NA,"SYR",37.5146,2,NA,NA,4.4,55.4,33.5,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","TCA","North America","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",56343,29210,27133,NA,NA,69,143.64,74.47,69.17,NA,1759,32,0.082,NA,39226,37.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","TCD","Africa","Chad",5107,0,0,175,0,0,301.922,0,0,10.346,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16914985,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,NA,NA,5.818,NA,54.24,0.398,NA,NA,NA,NA,"c",98.139999,"17.46892","30.22712","41.7095","53.58444","65.95008","79.29712","94.80324","119.43638","160.65518","318.36616","23.84802","47.64697","72.6236","107.11981","239.51067",0,NA,2081.718396,"TCD",43.32121,1,98.14,73.05,87.1,31.4,23.9,44.7,2.24,1244.815163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","TGO","Africa","Togo",26167,0,6,243,0,0,3086.371,0,0.708,28.662,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,NA,NA,NA,NA,"c",82.519997,"15.51376","26.07632","35.23604","43.48804","53.72052","65.27332","81.6948","103.23252","140.53156","260.43312","20.79504","39.36204","59.49692","92.46366","200.48234",0,NA,1363.126595,"TGO",43.05614,1,79.87,53.35,50.1,22,32.7,45.3,2.1,1033.280325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","THA","Asia","Thailand",2030700,5947,6886.429,20143,62,54.143,29030.386,85.017,98.447,287.959,0.886,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,NA,NA,NA,NA,"c",477.04999,"145.50025","200.83805","243.2955","286.70705","338.22845","400.24495","475.1418","578.1846","746.58325","1356.25315","173.16915","265.001275","369.2367","526.6632","1051.4182",0,NA,15011.60703,"THA",34.85572,3,449.2,336.44,0.9,41,39,20,5.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","TJK","Asia","Tajikistan",17489,1,0.429,125,0,0,1793.813,0.103,0.044,12.821,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.63,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,NA,NA,72.704,4.8,71.1,0.668,NA,NA,NA,NA,"c",192.72,"56.8524","86.33856","106.38144","125.65344","146.4672","169.20816","197.538","234.54024","295.43976","508.58808","71.59548","116.01744","157.83768","216.03912","402.01392",0,NA,2567.037722,"TJK",33.99572,2,104.75,87.09,13.2,21.3,52.3,26.4,4.46,274.465108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","TKL","Oceania","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1936,968,968,NA,NA,17,141.52,70.76,70.76,NA,12427,0,0,NA,1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","TKM","Asia","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7580976,4374694,3206282,NA,NA,41369,123.91,71.51,52.41,NA,6762,23860,0.39,62.5,6117933,12.253,26.9,4.277,2.541,16389.023,NA,536.783,7.11,NA,NA,100,7.4,68.19,0.715,NA,NA,NA,NA,"C",76.910004,"19.76587","27.45687","35.07096","42.99269","51.68352","61.68182","74.06433","91.36908","121.05634","244.03543","23.61137","39.031825","56.68267","82.716705","182.545885",0,NA,14762.14098,"TKM",40.80693,3,90.47,66.3,6.7,39.7,45.6,14.7,NA,11.265214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","TLS","Asia","Timor",19812,2,1.143,122,0,0,14742.443,1.488,0.85,90.782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,NA,NA,NA,NA,"c",85.559998,"34.56624","46.03128","53.81724","61.00428","68.448","76.23396","86.07336","100.70412","123.37752","205.25844","40.29876","57.41076","72.34098","93.38874","164.31798",0,NA,2124.571833,"TLS",28.65293,2,75.25,60.28,68.1,21.3,31,47.7,NA,34.697192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","TON","Oceania","Tonga",1,0,0,NA,NA,0,9.367,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106759,150.028,22.3,5.82,4.032,5425.621,NA,227.49,15.42,11.8,44.4,NA,2.6,70.91,0.725,NA,NA,NA,NA,"c",306.44,"84.271","125.02752","158.42948","189.9928","217.5724","249.7486","291.42444","357.92192","478.65928","911.35256","104.64926","174.21114","233.6605","324.67318","695.00592",0,NA,4971.515216,"TON",37.58744,3,296.24,226.4,NA,NA,NA,NA,NA,0.1601985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","TTO","North America","Trinidad and Tobago",63084,414,445.857,1885,15,13,44951.666,295.003,317.704,1343.191,10.689,9.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403374,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA,NA,NA,NA,"I",302.64999,"62.64855","103.80895","138.6137","174.3264","213.0656","256.94985","309.61095","378.3125","484.54265","904.62085","83.22875","156.47005","235.007725","343.961725","694.58175",0,NA,30497.4353,"TTO",40.27296,4,302.77,234.02,5.6,1.3,94.3,4.4,NA,1.2170925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","TUN","Africa","Tunisia",715818,102,352.286,25320,5,5.571,59972.533,8.546,29.515,2121.356,0.419,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11935764,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,NA,NA,NA,NA,"c",334.19,"105.60404","155.39835","190.15411","222.23635","255.98954","295.08977","342.21056","408.38018","512.31327","854.52383","130.501195","206.19523","275.539655","375.29537","683.41855",0,-21.6,10909.84197,"TUN",32.81588,2,288.18,231.49,1.2,48.1,25.7,26.2,3.97,12.8387655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","TUR","Asia","Turkey",8459089,25101,24136.286,73973,227,209,99468.684,295.157,283.814,869.833,2.669,2.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,356514,102955135,1210.628,4.192,352865,4.149,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85042736,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,NA,2.81,77.69,0.82,NA,NA,NA,NA,"c",567.58002,"125.43518","199.22058","255.411","308.76352","372.90006","449.52336","544.30922","679.39326","920.04718","1821.36422","162.32788","282.08726","411.21171","611.85124","1370.7057",0,NA,18869.00693,"TUR",41.90911,3,517.27,390.37,NA,NA,NA,NA,2.82,31.715142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","TUV","Oceania","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12114,6230,5884,NA,NA,30,101.58,52.24,49.34,NA,2516,0,0,NA,11925,373.067,NA,NA,NA,3575.104,3.3,NA,27.25,NA,NA,NA,NA,67.57,NA,NA,NA,NA,NA,"c",233.58,"62.83302","91.0962","113.75346","138.74652","161.87094","187.33116","226.10544","270.9528","365.78628","717.55776","76.96461","126.24999","174.60105","248.52912","541.67202",0,NA,3592.181544,"TUV",39.13903,3,248.56,180.34,NA,NA,NA,NA,NA,0.029127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","TWN","Asia","Taiwan",16498,2,6.714,848,0,0,691.595,0.084,0.281,35.548,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11915,4253041,178.287,0.499,14972,0.628,NA,NA,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23855008,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,NA,"TWN",31.48272,4,NA,NA,NA,NA,NA,NA,NA,NA,10.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","TZA","Africa","Tanzania",26208,0,1.714,725,0,0,426.157,0,0.028,11.789,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61498438,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,NA,NA,NA,NA,"c",78.599998,"24.2874","33.6408","40.2432","47.3172","54.627","62.88","73.7268","89.1324","116.9568","243.267","28.9641","43.7802","58.7535","81.4296","180.1119",0,NA,2421.20802,"TZA",40.49123,1,81.08,60.27,65.6,18.3,26.4,55.3,1.44,4526.68255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","UGA","Africa","Uganda",127002,37,51.143,3241,2,1.571,2695.087,0.785,1.085,68.777,0.042,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47123533,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,NA,NA,NA,NA,"c",96.959999,"24.43392","35.09952","43.43808","51.77664","61.27872","72.72","87.7488","110.0496","151.2576","331.70016","29.76672","47.60736","66.99936","98.8992","241.47888",0,NA,1689.436629,"UGA",42.75369,1,103.07,73.7,69.9,15.6,34.1,50.4,1.46,2612.213385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","UKR","Europe","Ukraine",3398913,17514,20798,82813,865,685.143,78195.572,402.928,478.48,1905.2,19.9,15.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,45674,15292648,351.823,1.051,51787,1.191,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,NA,8.8,72.06,0.779,NA,NA,NA,NA,"c",350.12,"150.90172","201.66912","235.98088","268.19192","297.95212","329.81304","368.32624","417.69316","488.06728","742.2544","176.28542","252.0864","313.88258","393.0097","615.16084",0,NA,8267.065341,"UKR",26.61947,2,384.28,343.12,1.2,1.4,94.2,4.4,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","URY","South America","Uruguay",396888,211,182.571,6104,2,1.571,113879.682,60.543,52.385,1751.43,0.574,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3485152,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,"i",825.67999,"189.9064","298.89616","389.72096","483.0228","581.27872","690.26848","825.68","1015.5864","1327.69344","2455.57232","244.40128","436.37188","635.7736","920.6332","1891.63288",0,NA,19924.05088,"URY",39.67655,4,764.05,574.98,NA,NA,NA,NA,6.92,2.6013185,14.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","USA","North America","United States",47309008,87481,84614.143,765811,1448,1165.714,142105.335,262.773,254.161,2300.319,4.349,3.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"i",2096.71,"345.95715","710.78469","954.00305","1195.1247","1453.02003","1746.55943","2111.38697","2618.79079","3423.92743","6405.44905","528.37092","1074.563875","1599.78973","2365.08888","4914.68824",0,-9.5,52117.74585,"USA",41.40784,4,1917.39,1465.7,NA,NA,NA,NA,21.7,NA,17.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","UZB","Asia","Uzbekistan",190104,189,243.714,1360,2,2.429,5601.878,5.569,7.182,40.076,0.059,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33935765,76.134,28.2,4.469,2.873,6253.104,NA,724.417,7.57,1.3,24.7,NA,4,71.72,0.72,NA,NA,NA,NA,"c",62.200001,"17.9136","28.2388","34.7076","40.0568","45.7792","52.4346","60.645","72.2764","93.6732","176.2126","23.0762","37.3822","49.1069","66.4607","134.9429",0,NA,5316.872673,"UZB",35.2688,2,57.5,45.27,2.3,23.2,55.7,21.1,NA,1333.783584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","VAT","Europe","Vatican",27,0,0,NA,NA,0,33251.232,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","VCT","North America","Saint Vincent and the Grenadines",5326,0,29,72,0,0.429,47865.982,0,260.63,647.08,0,3.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111269,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10234.06873,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","VEN","South America","Venezuela",420500,0,897.143,5034,0,8.286,14649.043,0,31.254,175.37,0,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28704947,36.253,29,6.614,3.915,16745.022,NA,204.85,6.47,NA,NA,NA,0.8,72.06,0.711,NA,NA,NA,NA,"i",314.81,"16.68493","83.42465","125.924","164.64563","205.88574","251.848","310.40266","391.93845","524.78827","1072.55767","50.05479","145.284815","228.86687","351.170555","798.67297",0,NA,16750.89844,"VEN",44.7705,3,353.7,256.3,NA,NA,NA,NA,6.28,1333.44793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","VGB","North America","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34608,18137,16471,NA,NA,33,113.76,59.62,54.14,NA,1085,14,0.046,NA,30423,207.973,NA,NA,NA,NA,NA,NA,13.67,NA,NA,NA,NA,79.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
