"","iso_code","continent","Entity","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"84","GUY","South America","Guyana",36916,44,94.143,961,2,2.286,46709.661,55.673,119.119,1215.949,2.531,2.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790329,3.952,26.3,5.305,2.837,7435.047,NA,373.159,11.62,NA,NA,77.159,1.6,69.91,0.682,NA,NA,NA,NA,"I",202.89,"31.24506","60.46122","86.22825","110.77794","135.73341","163.32645","195.99174","239.81598","313.46505","692.05779","45.85314","98.503095","149.52993","217.90386","502.76142",0,NA,6657.133803,"GUY",45.11814,3,202.89,148.95,3.2,18.5,36.5,45,NA,12.12238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","HKG","Asia","Hong Kong",12388,1,2.714,213,0,0,1640.186,0.132,0.359,28.201,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7552800,7039.714,44.8,16.303,10.158,56054.92,NA,NA,8.33,NA,NA,NA,NA,84.86,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52551.601,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","HND","North America","Honduras",377102,0,60.857,10361,0,3.714,37474.135,0,6.048,1029.614,0,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10062994,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,NA,84.169,0.7,75.27,0.634,NA,NA,NA,NA,"i",239.57001,"25.39442","52.22626","78.57896","108.28564","139.19017","176.08395","222.32096","286.52572","404.63373","902.22062","38.81034","93.4323","157.63706","254.42334","653.427175",0,NA,4682.99035,"HND",48.16817,2,236.33,151.4,15.8,31.9,24.2,44,6.43,417.008485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","HRV","Europe","Croatia",544330,4443,5256.429,9986,50,54.429,133360.055,1088.529,1287.817,2446.555,12.25,13.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3288144,805.59,NA,12937,3.17,NA,NA,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4081657,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA,NA,NA,NA,"i",569.42999,"153.17667","260.79894","340.51914","403.72587","469.21032","543.23622","617.26212","718.05123","866.67246","1321.64703","206.987805","372.122505","506.22327","667.656675","1094.159745",0,NA,20033.08754,"HRV",29.72947,3,524.49,449.6,NA,NA,NA,NA,9.62,16.839567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","HTI","North America","Haiti",24710,75,68.143,711,3,1.286,2140.936,6.498,5.904,61.603,0.26,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,NA,NA,NA,NA,"i",104.7,"5.7585","14.9721","23.7669","33.7134","44.9163","59.4696","79.8861","111.2961","168.3576","504.7587","10.3653","28.74015","52.19295","95.5911","336.55815",1,NA,1652.173694,"HTI",41.10377,1,104.7,51.17,49.4,19.7,28.5,51.8,2.15,2040.487131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","HUN","Europe","Hungary",966167,5323,7368.714,32336,165,116.429,100285.526,552.513,764.853,3356.389,17.127,12.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,NA,7.02,76.88,0.854,NA,NA,NA,NA,"i",650.71997,"197.16816","312.3456","396.9392","469.16912","536.19328","609.72464","691.71536","795.83056","952.00336","1545.46","254.75688","433.05416","572.95896","743.77296","1248.73168",0,-13.5,23734.78551,"HUN",29.61204,4,568.43,500.13,NA,NA,NA,NA,9.59,14.4033015,10.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","IDN","Asia","Indonesia",4251423,347,368.571,143685,15,15.286,15383.541,1.256,1.334,519.916,0.054,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276361788,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,NA,NA,NA,NA,"c",190.66,"54.71942","75.88268","93.4234","111.34544","131.74606","157.10384","189.13472","231.27058","298.95488","563.01898","65.30105","102.38442","144.42495","210.20265","430.98693",0,-5.36783,10033.48179,NA,NA,2,163.97,NA,15.5,12.6,60.7,26.7,1.85,2613.836175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","IMN","Europe","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",132863,68139,64724,NA,2,1,155.56,79.78,75.78,NA,12,11,0.013,NA,85410,147.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","IND","Asia","India",34466598,10197,11145.571,464153,301,329.143,24735.449,7.318,7.999,333.106,0.216,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107617,625774159,449.096,0.795,1221461,0.877,NA,NA,"samples tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,NA,NA,NA,NA,"c",111.83,"39.02867","51.88912","61.17101","69.78192","79.3993","90.5823","104.67288","124.91411","159.69324","337.05562","45.458895","65.476465","84.9908","114.793495","248.37443",0,NA,5438.616195,NA,NA,2,111.83,0,53.7,21.8,35.7,42.5,1.91,28572.13065,19.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","IRL","Europe","Ireland",507413,8965,4219.286,5566,0,10.571,101830.78,1799.152,846.752,1117.019,0,2.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,25738,8549831,1715.833,5.165,28036,5.626,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.955,NA,NA,NA,NA,"i",1408.09,"443.54835","684.33174","832.18119","977.21446","1116.61537","1258.83246","1427.80326","1679.85137","2089.60556","3572.32433","563.940045","904.697825","1187.723915","1553.827315","2830.964945",0,NA,48430.92559,"IRL",31.3598,4,1248.55,1041.22,NA,NA,NA,NA,20.33,NA,9.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","IRN","Asia","Iran",6051642,6430,6740.286,128406,134,122.143,71171.707,75.621,79.271,1510.148,1.576,1.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,108341,37254424,438.139,1.274,107478,1.264,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85028760,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,NA,1.5,76.68,0.783,NA,NA,NA,NA,"c",493.39001,"116.93343","185.51464","235.34703","284.68603","337.47876","399.15251","479.57508","592.56139","780.54298","1522.10815","151.224035","260.01653","368.315635","536.068235","1151.325565",0,NA,16507.02425,"IRN",42.0033,3,504.64,391.76,NA,NA,NA,NA,NA,16.0510575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","IRQ","Asia","Iraq",2070883,807,822.286,23562,26,23.286,50289.355,19.597,19.968,572.18,0.631,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,NA,NA,94.576,1.4,70.6,0.674,NA,NA,NA,NA,"c",178.81,"65.80208","91.55072","109.0741","125.70343","143.048","162.00186","185.24716","217.07534","264.81761","423.7797","78.6764","117.388765","152.52493","201.16125","344.298655",0,NA,14364.83649,"IRQ",29.54186,3,NA,NA,11.6,51.3,38.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ISL","Europe","Iceland",15968,227,173,34,0,0,46505.126,661.114,503.844,99.021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343360,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA,NA,NA,NA,"i",1527.02,"587.9027","847.4961","987.98194","1120.83268","1273.53468","1409.43946","1562.14146","1778.9783","2116.44972","3583.91594","717.6994","1054.40731","1341.48707","1670.55988","2850.18283",0,NA,41236.47323,"ISL",26.13158,4,1413.36,1256.03,NA,NA,NA,NA,22.7,NA,6.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ISR","Asia","Israel",1338233,452,435.571,8148,5,2.571,144035.411,48.649,46.881,876.978,0.538,0.277,NA,101,11.491,182,20.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9291000,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.919,NA,NA,NA,NA,"i",1097.22,"204.08292","362.0826","510.2073","661.62366","817.4289","980.91468","1171.83096","1418.70546","1801.63524","3044.7855","283.08276","585.91548","899.17179","1295.26821","2423.21037",0,-7.766077,31484.6333,"ISR",39.01302,4,936.83,721.22,NA,NA,NA,NA,13.76,NA,19.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ITA","Europe","Italy",4873075,7815,7767.143,132893,74,57.429,80723.524,129.457,128.664,2201.401,1.226,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,684710,111735792,1850.927,11.342,500266,8.287,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA,"i",1227.58,"216.05408","504.53538","665.34836","820.02344","977.15368","1139.19424","1322.10366","1556.57144","1916.25238","3158.56334","360.29473","742.6859","1058.17396","1439.33755","2537.40786",0,-17.3,33038.91175,"ITA",35.928,4,1208.21,1022.05,NA,NA,NA,NA,20.72,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","JAM","North America","Jamaica",90341,30,79,2331,2,5.429,30382.43,10.089,26.568,783.935,0.673,1.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2973462,266.879,31.4,9.684,6.39,8193.571,NA,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,NA,NA,NA,NA,"c",366.34,"75.46604","117.96148","152.76378","185.36804","219.804","264.49748","330.80502","425.68708","581.01524","1310.03184","96.71376","169.06591","242.15074","378.24605","945.52354",0,NA,8467.386034,"JAM",45.45747,3,368.03,240.91,1.8,15.6,42.8,41.6,4.07,7.7054785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","JEY","Europe","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",177513,79166,74817,NA,NA,482,175.63,78.33,74.02,NA,4769,27,0.027,NA,101073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","JOR","Asia","Jordan",895564,0,2088.714,11255,0,14.143,87210.252,0,203.4,1096.015,0,1.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,NA,NA,NA,1.4,74.53,0.729,NA,NA,NA,NA,"c",331.66,"114.4227","157.20684","187.05624","214.58402","245.4284","279.92104","323.03684","388.37386","496.16336","910.4067","135.81477","200.82013","262.67472","355.70535","703.28503",0,NA,11496.26493,"JOR",33.65573,2,NA,NA,1.7,23.8,73.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","JPN","Asia","Japan",1725111,144,162.143,18328,4,2.286,13685.84,1.142,1.286,145.402,0.032,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126050796,347.778,48.2,27.049,18.493,39002.223,NA,79.37,5.72,11.2,33.7,NA,13.05,84.63,0.919,NA,NA,NA,NA,"i",1212.01,"326.03069","567.22068","716.29791","844.77097","979.30408","1119.89724","1276.24653","1478.6522","1813.16696","2998.51274","446.625685","780.53444","1049.60066","1377.449365","2405.83985",0,-10.00138,35634.97072,"JPN",32.85473,4,1211.9,1045.09,NA,NA,NA,NA,NA,NA,10.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","KAZ","Asia","Kazakhstan",1040924,1253,1240,17549,18,26.429,54800.016,65.965,65.28,923.877,0.948,1.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,NA,NA,NA,NA,"c",340.60999,"145.44047","188.35733","217.30918","244.55798","273.50983","307.57083","349.80647","404.30407","492.52206","782.72178","166.8989","230.93358","290.54033","377.05527","637.62192",0,NA,23113.93318,"KAZ",27.79287,3,364.64,317.36,0.2,34.1,46.3,19.6,4.9,1.181724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","KEN","Africa","Kenya",254384,75,72.143,5322,3,1.143,4626.366,1.364,1.312,96.789,0.055,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54985702,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,NA,NA,NA,NA,"c",100.36,"24.18676","37.53464","46.86812","56.00088","66.7394","79.7862","95.54272","119.9302","160.17456","316.73616","30.8607","51.4345","73.2628","107.73646","238.45536",0,NA,2818.255144,"KEN",40.77577,2,124.39,79.09,39.9,9.8,33,57.2,2.39,2502.698639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","KGZ","Asia","Kyrgyzstan",182528,103,84.571,2710,3,2.714,27537.484,15.539,12.759,408.85,0.453,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6628347,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,NA,NA,NA,NA,"c",161.92,"69.30176","90.83712","104.4384","117.23008","130.83136","145.728","164.51072","189.77024","229.44064","376.94976","80.06944","110.83424","138.27968","177.14048","303.1952",0,NA,3169.471608,"KGZ",29.70122,2,160.46,137.09,0.5,23.5,50.6,25.9,3.88,19.040736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","KHM","Asia","Cambodia",119636,48,58.429,2876,4,5.143,7059.651,2.832,3.448,169.711,0.236,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16946446,90.672,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112.630513,NA,NA,2,166.34,135.47,33,27.3,29.8,42.9,NA,23.007556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","KIR","Oceania","Kiribati",2,0,0,NA,NA,0,16.476,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121388,143.701,23.2,3.895,2.21,1981.132,NA,434.657,22.66,35.9,58.9,NA,1.9,68.37,0.63,NA,NA,NA,NA,"c",154.89,"39.49695","62.57556","81.31725","97.73559","114.46371","133.36029","155.19978","184.00932","227.6883","453.05325","51.036255","89.52642","123.912","169.60455","340.370775",0,NA,1725.85646,"KIR",36.973,2,150.94,120.12,NA,NA,NA,NA,NA,3.2421125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","KNA","North America","Saint Kitts and Nevis",2753,4,5.143,27,0,0.286,51413.738,74.702,96.046,504.239,0,5.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,54965,1026.501,3.343,164,3.063,NA,NA,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53546,212.865,NA,NA,NA,24654.385,NA,NA,12.84,NA,NA,NA,2.3,76.23,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22170.98773,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","KOR","Asia","South Korea",402775,3184,2420.571,3158,21,20.857,7850.571,62.06,47.18,61.553,0.409,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,NA,NA,NA,NA,"i",1181.66,"310.77658","550.65356","703.0877","834.25196","963.0529","1108.39708","1270.2845","1471.1667","1798.48652","2807.62416","430.71507","768.66983","1035.72499","1370.7256","2303.05534",0,-2.957828,33629.4189,"KOR",31.40486,4,NA,NA,NA,NA,NA,NA,NA,NA,14.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","KWT","Asia","Kuwait",413050,16,22.429,2462,0,0,95424.499,3.696,5.182,568.781,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4328553,232.128,33.7,2.345,1.114,65530.537,NA,132.235,15.84,2.7,37,NA,2,75.49,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69877.98654,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","LAO","Asia","Laos",56324,1306,1061.714,110,6,3,7632.642,176.98,143.876,14.906,0.813,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7379358,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4,7.3,51.2,49.839,1.5,67.92,0.613,NA,NA,NA,NA,"c",113.12,"35.74592","49.7728","60.17984","70.36064","80.8808","92.7584","107.464","129.5224","167.87008","336.64512","42.75936","65.27024","86.8196","118.4932","252.2576",0,NA,5076.222378,"LAO",38.80243,2,131.52,98.55,34.1,31.4,30.4,38.3,NA,146.936006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","LBN","Asia","Lebanon",654068,1102,898.571,8596,8,5.714,96624.82,162.797,132.745,1269.879,1.182,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6769151,594.561,31.1,8.514,5.43,13367.565,NA,266.591,12.71,26.9,40.7,NA,2.9,78.93,0.744,NA,NA,NA,NA,"c",705.17999,"217.90062","335.66568","413.23548","481.63794","554.27148","643.12416","730.56648","856.7937","1069.75806","1748.14122","276.78315","447.43671","598.69782","793.68009","1408.94964",0,NA,16659.32796,"LBN",31.83245,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
